# Matter power spectrum P(k) at redshift z=2.5
# for k=6.17322e-05 to 12.3314 h/Mpc,
# number of wavenumbers equal to 115
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       6.173220855368e-05       4.841868921327e+02 
       7.771624607441e-05       3.147814207029e+02 
       9.783895709232e-05       2.251133008816e+02 
       1.231719493470e-04       1.786827464543e+02 
       1.550642970531e-04       1.572231012482e+02 
       1.952143840222e-04       1.516810016239e+02 
       2.457603487933e-04       1.577456568577e+02 
       3.093939483072e-04       1.736374279574e+02 
       3.895039037793e-04       1.990210482656e+02 
       4.903563624608e-04       2.344798253086e+02 
       6.173220855368e-04       2.812685546264e+02 
       7.771624607441e-04       3.412006838089e+02 
       9.783895709232e-04       4.165925268828e+02 
       1.231719493470e-03       5.102202732746e+02 
       1.550642970531e-03       6.252559866718e+02 
       1.952143840222e-03       7.651285547072e+02 
       2.457603487933e-03       9.332236082774e+02 
       3.093939483072e-03       1.132379771175e+03 
       3.895039037793e-03       1.364162568881e+03 
       4.903563624608e-03       1.627754354686e+03 
       6.173220855368e-03       1.918442778994e+03 
       7.771624607441e-03       2.225717403554e+03 
       9.783895709232e-03       2.531031793483e+03 
       1.231719493470e-02       2.805784699282e+03 
       1.550642970503e-02       3.010994441067e+03 
       1.952143744395e-02       3.102153200208e+03 
       2.457557865590e-02       3.044741094649e+03 
       3.089631591280e-02       2.843519546364e+03 
       3.794698244776e-02       2.589147793813e+03 
       4.337725051535e-02       2.417797322231e+03 
       4.744095733238e-02       2.306974064908e+03 
       5.087789387332e-02       2.221622439524e+03 
       5.398818358374e-02       2.147950302491e+03 
       5.691210960440e-02       2.079536708218e+03 
       5.972662173571e-02       2.012973613004e+03 
       6.247905898037e-02       1.946401209170e+03 
       6.520112682305e-02       1.878916177561e+03 
       6.791551904587e-02       1.810285492528e+03 
       7.063938575840e-02       1.740776159317e+03 
       7.338629496713e-02       1.671024661307e+03 
       7.616741138058e-02       1.601916401937e+03 
       7.899224021924e-02       1.534464222611e+03 
       8.186911564377e-02       1.469683695352e+03 
       8.480553221368e-02       1.408470926766e+03 
       8.780837602382e-02       1.351491061307e+03 
       9.088408951821e-02       1.299085833902e+03 
       9.403879113893e-02       1.251211264833e+03 
       9.727836340257e-02       1.207414916276e+03 
       1.006085183934e-01       1.166862943315e+03 
       1.040348467826e-01       1.128424350736e+03 
       1.075628546419e-01       1.090814626796e+03 
       1.111979911169e-01       1.052791082300e+03 
       1.149456692372e-01       1.013374086724e+03 
       1.188112816117e-01       9.720527632487e+02 
       1.228002124049e-01       9.289204882592e+02 
       1.269178467630e-01       8.846894079255e+02 
       1.311695786983e-01       8.405573995972e+02 
       1.355608183495e-01       7.979402081667e+02 
       1.400969994664e-01       7.581267428120e+02 
       1.447835879339e-01       7.219434083882e+02 
       1.496260921212e-01       6.895213767359e+02 
       1.546300758304e-01       6.602423609862e+02 
       1.598011746054e-01       6.329033367060e+02 
       1.651451161561e-01       6.060844279882e+02 
       1.706677456511e-01       5.786289532333e+02 
       1.763750566358e-01       5.500679755360e+02 
       1.822732283484e-01       5.207971724292e+02 
       1.883686702400e-01       4.918909972529e+02 
       1.946680745653e-01       4.646082594959e+02 
       2.011784780043e-01       4.398096529690e+02 
       2.079073334213e-01       4.175680630837e+02 
       2.148625930786e-01       3.971710086544e+02 
       2.220528049102e-01       3.775312446580e+02 
       2.294872238654e-01       3.578032608521e+02 
       2.371759408663e-01       3.378475374978e+02 
       2.451300326359e-01       3.182331631200e+02 
       2.533617366026e-01       2.997658020519e+02 
       2.618846563279e-01       2.828819145009e+02 
       2.707140045697e-01       2.673601125825e+02 
       2.798668932938e-01       2.525609187520e+02 
       2.893626829269e-01       2.379846108698e+02 
       2.992234071849e-01       2.236542848751e+02 
       3.094742953783e-01       2.099759876878e+02 
       3.201444218661e-01       1.972439789095e+02 
       3.312675233334e-01       1.853299458204e+02 
       3.428830404041e-01       1.738786994920e+02 
       3.550374632993e-01       1.627360773031e+02 
       3.677860958680e-01       1.520548579740e+02 
       3.811954050764e-01       1.419757584390e+02 
       3.953462052665e-01       1.323901174818e+02 
       4.103380579158e-01       1.231305226672e+02 
       4.262954836056e-01       1.142098178981e+02 
       4.433769490444e-01       1.056826113757e+02 
       4.617882347967e-01       9.746670585715e+01 
       4.818029633243e-01       8.949194639173e+01 
       5.037953091645e-01       8.176109827822e+01 
       5.282944193910e-01       7.420925768809e+01 
       5.560796681220e-01       6.677488720471e+01 
       5.883576690941e-01       5.939113366206e+01 
       6.271150670834e-01       5.195438480839e+01 
       6.758790274641e-01       4.432966635454e+01 
       7.414816617408e-01       3.633874957977e+01 
       8.381669757505e-01       2.782726803680e+01 
       9.936368262590e-01       1.907910179948e+01 
       1.233967664558e+00       1.167455776140e+01 
       1.552447040439e+00       6.854703252732e+00 
       1.954401878728e+00       3.974691528753e+00 
       2.460446159197e+00       2.282003969648e+00 
       3.097518194155e+00       1.298563878450e+00 
       3.899544368117e+00       7.330283940699e-01 
       4.909235499441e+00       4.107892570194e-01 
       6.180361322729e+00       2.286907786235e-01 
       7.780613923253e+00       1.265508506333e-01 
       9.795212587343e+00       6.964556842776e-02 
       1.233144204013e+01       3.813572427920e-02 
