# Matter power spectrum P(k) at redshift z=0
# for k=6.64621e-05 to 10.5471 h/Mpc,
# number of wavenumbers equal to 114
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       6.646209788280e-05       3.361135010590e+03 
       8.367082394581e-05       2.189813181871e+03 
       1.053353264911e-04       1.570407417510e+03 
       1.326093192793e-04       1.250201996200e+03 
       1.669452418815e-04       1.102864559456e+03 
       2.101716073827e-04       1.065781782643e+03 
       2.645903773717e-04       1.109048313356e+03 
       3.330995497895e-04       1.220126705933e+03 
       4.193474878871e-04       1.396271135820e+03 
       5.279272088732e-04       1.640789583640e+03 
       6.646209788280e-04       1.961181157132e+03 
       8.367082394581e-04       2.368146733437e+03 
       1.053353264911e-03       2.874909879625e+03 
       1.326093192793e-03       3.496414569656e+03 
       1.669452418815e-03       4.248022878010e+03 
       2.101716073827e-03       5.143412664228e+03 
       2.645903773717e-03       6.191639018264e+03 
       3.330995497895e-03       7.392613798377e+03 
       4.193474878871e-03       8.731678997378e+03 
       5.279272088732e-03       1.017281481549e+04 
       6.646209788280e-03       1.162115495868e+04 
       8.367082394581e-03       1.302449116360e+04 
       1.053353264911e-02       1.421989926978e+04 
       1.326093192793e-02       1.502510375617e+04 
       1.669452418814e-02       1.522851277976e+04 
       2.101716071492e-02       1.463334615673e+04 
       2.645900849235e-02       1.315901431583e+04 
       3.330388050417e-02       1.099942896558e+04 
       4.164648773820e-02       8.763720179517e+03 
       4.948305632732e-02       7.347840331627e+03 
       5.508990750127e-02       6.681528219708e+03 
       5.957609306116e-02       6.284554853515e+03 
       6.351823719160e-02       5.991930464696e+03 
       6.716153007582e-02       5.741146029795e+03 
       7.063067515239e-02       5.502704688971e+03 
       7.399834987747e-02       5.262453368249e+03 
       7.731129095531e-02       5.013693067236e+03 
       8.060189075369e-02       4.755072991057e+03 
       8.389398665230e-02       4.488840651359e+03 
       8.720601661737e-02       4.219607744755e+03 
       9.055286073121e-02       3.953647068162e+03 
       9.394697593356e-02       3.697585446270e+03 
       9.739912679961e-02       3.457893712542e+03 
       1.009188735537e-01       3.240095442350e+03 
       1.045149078874e-01       3.047926900024e+03 
       1.081952898332e-01       2.883216011823e+03 
       1.119676182412e-01       2.745551157624e+03 
       1.158391554425e-01       2.632400353620e+03 
       1.198169195120e-01       2.539023962922e+03 
       1.239077531227e-01       2.459170242982e+03 
       1.281183751847e-01       2.385512919371e+03 
       1.324554196520e-01       2.310679486587e+03 
       1.369254646985e-01       2.228236844410e+03 
       1.415350546744e-01       2.134139112469e+03 
       1.462907167345e-01       2.027689943767e+03 
       1.511989736787e-01       1.911657622012e+03 
       1.562663543172e-01       1.791901035954e+03 
       1.614994025218e-01       1.675736073494e+03 
       1.669046860297e-01       1.570131038217e+03 
       1.724888060052e-01       1.480065348734e+03 
       1.782584083279e-01       1.407157484023e+03 
       1.842201975524e-01       1.349494103714e+03 
       1.903809544668e-01       1.301978672089e+03 
       1.967475581710e-01       1.257801403519e+03 
       2.033270135853e-01       1.210759896219e+03 
       2.101264853038e-01       1.156604048751e+03 
       2.171533387166e-01       1.095421779557e+03 
       2.244151893529e-01       1.031307134146e+03 
       2.319199614542e-01       9.704766807030e+02 
       2.396759568744e-01       9.176139429583e+02 
       2.476919355502e-01       8.740634165288e+02 
       2.559772089951e-01       8.381827401286e+02 
       2.645417485681e-01       8.061012075820e+02 
       2.733963106845e-01       7.733125345484e+02 
       2.825525816958e-01       7.375606720591e+02 
       2.920233459102e-01       7.000725055731e+02 
       3.018226812234e-01       6.639792769657e+02 
       3.119661881330e-01       6.320997271685e+02 
       3.224712596512e-01       6.049675844707e+02 
       3.333574019346e-01       5.804200255995e+02 
       3.446466185409e-01       5.560709514522e+02 
       3.563638754027e-01       5.310432609525e+02 
       3.685376693258e-01       5.063439045628e+02 
       3.812007307409e-01       4.836273552445e+02 
       3.943909025703e-01       4.631534951959e+02 
       4.081522529612e-01       4.439251222782e+02 
       4.225365027008e-01       4.248437956112e+02 
       4.376048822054e-01       4.061836138783e+02 
       4.534305843549e-01       3.885296316274e+02 
       4.701020585673e-01       3.719438899801e+02 
       4.877275163246e-01       3.559436133373e+02 
       5.064412204982e-01       3.402584900255e+02 
       5.264124679315e-01       3.250983249542e+02 
       5.478587557763e-01       3.104977319817e+02 
       5.710656613418e-01       2.961269464630e+02 
       5.964179037641e-01       2.819602601979e+02 
       6.244498483726e-01       2.679428752525e+02 
       6.559315477390e-01       2.538539124959e+02 
       6.920236142308e-01       2.395344353120e+02 
       7.345746349754e-01       2.246951236717e+02 
       7.867366090122e-01       2.089296795699e+02 
       8.543434705614e-01       1.915800414930e+02 
       9.491723033037e-01       1.715799608649e+02 
       1.095809791519e+00       1.474932599271e+02 
       1.333004454433e+00       1.193700467639e+02 
       1.671751695943e+00       9.221907459855e+01 
       2.104430290038e+00       6.944443076377e+01 
       2.649319720411e+00       5.090447929377e+01 
       3.335295919046e+00       3.619639992858e+01 
       4.198888788341e+00       2.494062333084e+01 
       5.286087796940e+00       1.668093489263e+01 
       6.654790256542e+00       1.086685242510e+01 
       8.377884564121e+00       6.923259801999e+00 
       1.054713177485e+01       4.330949724176e+00 
