# Matter power spectrum P(k) at redshift z=0.5
# for k=2.25009e-05 to 11.2908 h/Mpc,
# number of wavenumbers equal to 119
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.250088229956e-05       2.082486528885e+03 
       2.832693251470e-05       1.349984671275e+03 
       3.566149518094e-05       9.626659235039e+02 
       4.489516250586e-05       7.619340400788e+02 
       5.651966094525e-05       6.685279875634e+02 
       7.115403742997e-05       6.431547752258e+02 
       8.957762587234e-05       6.670260276319e+02 
       1.127715495389e-04       7.322534507442e+02 
       1.419709694419e-04       8.371420537826e+02 
       1.787308611675e-04       9.839270661641e+02 
       2.250088229956e-04       1.177733568131e+03 
       2.832693251470e-04       1.426138505222e+03 
       3.566149518094e-04       1.738999111122e+03 
       4.489516250586e-04       2.128338681039e+03 
       5.651966094525e-04       2.608137756197e+03 
       7.115403742997e-04       3.193916881261e+03 
       8.957762587234e-04       3.901999555376e+03 
       1.127715495389e-03       4.748172654739e+03 
       1.419709694419e-03       5.745176513596e+03 
       1.787308611675e-03       6.898854505018e+03 
       2.250088229956e-03       8.203245222486e+03 
       2.832693251470e-03       9.634665274973e+03 
       3.566149518094e-03       1.114607428111e+04 
       4.489516250586e-03       1.266212513407e+04 
       5.651966094525e-03       1.407688495090e+04 
       7.115403742997e-03       1.524255072241e+04 
       8.957762587234e-03       1.602791182717e+04 
       1.127715495389e-02       1.625878498628e+04 
       1.419709694419e-02       1.578408414827e+04 
       1.787308611629e-02       1.450532216918e+04 
       2.250088084394e-02       1.245184269737e+04 
       2.832628774585e-02       9.886788074567e+03 
       3.560409842517e-02       7.364633397661e+03 
       4.363289269412e-02       5.628291368283e+03 
       4.974484485171e-02       4.859878535955e+03 
       5.434477889775e-02       4.466761257576e+03 
       5.824955436987e-02       4.195791801729e+03 
       6.179021662419e-02       3.968551263801e+03 
       6.512266098509e-02       3.754294027180e+03 
       6.833286827890e-02       3.540104032301e+03 
       7.147394218531e-02       3.321698096324e+03 
       7.458155628570e-02       3.099680131322e+03 
       7.768130633701e-02       2.877542652823e+03 
       8.079257447272e-02       2.660312890745e+03 
       8.393072086465e-02       2.453495641775e+03 
       8.710840369089e-02       2.262222180204e+03 
       9.033641350167e-02       2.090602345340e+03 
       9.362422191455e-02       1.941290146595e+03 
       9.698035442310e-02       1.815255999880e+03 
       1.004126506276e-01       1.711735316730e+03 
       1.039284499453e-01       1.628313517143e+03 
       1.075347265169e-01       1.561122672774e+03 
       1.112381885609e-01       1.505158951647e+03 
       1.150453522795e-01       1.454760113864e+03 
       1.189625971840e-01       1.404277455162e+03 
       1.229962076472e-01       1.348914967191e+03 
       1.271524041414e-01       1.285598740977e+03 
       1.314373667279e-01       1.213633777070e+03 
       1.358572527778e-01       1.134880672907e+03 
       1.404182105067e-01       1.053296144379e+03 
       1.451263896436e-01       9.739063107938e+02 
       1.499879503872e-01       9.015090922625e+02 
       1.550090716872e-01       8.394983462885e+02 
       1.601959598228e-01       7.891172231552e+02 
       1.655548582032e-01       7.492678203546e+02 
       1.710920592899e-01       7.168690852237e+02 
       1.768139195219e-01       6.877123994944e+02 
       1.827268781140e-01       6.577054223127e+02 
       1.888374805895e-01       6.242030689672e+02 
       1.951524079069e-01       5.868935300857e+02 
       2.016785120465e-01       5.477353486730e+02 
       2.084228589388e-01       5.098898483699e+02 
       2.153927796592e-01       4.761851472093e+02 
       2.225959308798e-01       4.478934423345e+02 
       2.300403656825e-01       4.243520727212e+02 
       2.377346160047e-01       4.035087331906e+02 
       2.456877882310e-01       3.830942708139e+02 
       2.539096737840e-01       3.618318222372e+02 
       2.624108770286e-01       3.399766772356e+02 
       2.712029634228e-01       3.188407295858e+02 
       2.802986316756e-01       2.996921901131e+02 
       2.897119147610e-01       2.828728891292e+02 
       2.994584160797e-01       2.677242613494e+02 
       3.095555889741e-01       2.532577313522e+02 
       3.200230703550e-01       2.389597989518e+02 
       3.308830826366e-01       2.250501952317e+02 
       3.421609228522e-01       2.120414023767e+02 
       3.538855642686e-01       2.001314527789e+02 
       3.660904048092e-01       1.890569612308e+02 
       3.788142093480e-01       1.784610510399e+02 
       3.921023112971e-01       1.682657614784e+02 
       4.060081658229e-01       1.586164766890e+02 
       4.205953872300e-01       1.495699914312e+02 
       4.359404643611e-01       1.410010371897e+02 
       4.521364435214e-01       1.327960455961e+02 
       4.692980214871e-01       1.249618913083e+02 
       4.875687429805e-01       1.175038438423e+02 
       5.071314244851e-01       1.103558265829e+02 
       5.282236779156e-01       1.034674313636e+02 
       5.511617827473e-01       9.681723111761e+01 
       5.763787866981e-01       9.035363947550e+01 
       6.044880154381e-01       8.402215565192e+01 
       6.363944865628e-01       7.776287076239e+01 
       6.735025002536e-01       7.149342403297e+01 
       7.181306405132e-01       6.510346519501e+01 
       7.744092866859e-01       5.843486988247e+01 
       8.503678027045e-01       5.125394431325e+01 
       9.627726965385e-01       4.325867171948e+01 
       1.143879457225e+00       3.441392479911e+01 
       1.422233635685e+00       2.596270191466e+01 
       1.789474773706e+00       1.933573240606e+01 
       2.252803106783e+00       1.432508402737e+01 
       2.836111052517e+00       1.049458678835e+01 
       3.570452274676e+00       7.559367085634e+00 
       4.494933100189e+00       5.330033117835e+00 
       5.658785504142e+00       3.667673649245e+00 
       7.123988871057e+00       2.459004196024e+00 
       8.968570623112e+00       1.605862791116e+00 
       1.129076146491e+01       1.022760595605e+00 
