# Matter power spectrum P(k) at redshift z=2
# for k=1.04633e-05 to 10.4748 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.046332041545e-05       7.783961296987e+00 
       1.317253996276e-05       9.709575136439e+00 
       1.658324529699e-05       1.211154358275e+01 
       2.087706891440e-05       1.510770144002e+01 
       2.628267258011e-05       1.884502028298e+01 
       3.308792440097e-05       2.350681458471e+01 
       4.165522885190e-05       2.932171080824e+01 
       5.244082613576e-05       3.657482132178e+01 
       6.601908863779e-05       4.562164886617e+01 
       8.311310834961e-05       5.690535987909e+01 
       1.046332041545e-04       7.097819982433e+01 
       1.317253996276e-04       8.852793989544e+01 
       1.658324529699e-04       1.104103514301e+02 
       2.087706891440e-04       1.376887129772e+02 
       2.628267258011e-04       1.716811701525e+02 
       3.308792440097e-04       2.140161847701e+02 
       4.165522885190e-04       2.666950388811e+02 
       5.244082613576e-04       3.321580696958e+02 
       6.601908863779e-04       4.133479426735e+02 
       8.311310834961e-04       5.137596256185e+02 
       1.046332041545e-03       6.374642780114e+02 
       1.317253996276e-03       7.890651034115e+02 
       1.658324529699e-03       9.736273980966e+02 
       2.087706891440e-03       1.196379554702e+03 
       2.628267258011e-03       1.462087319547e+03 
       3.308792440097e-03       1.774169693856e+03 
       4.165522885190e-03       2.133361758570e+03 
       5.244082613576e-03       2.533510227949e+03 
       6.601908863779e-03       2.966933454830e+03 
       8.311310834961e-03       3.410564367266e+03 
       1.046332041545e-02       3.828447397211e+03 
       1.317253996276e-02       4.168030948867e+03 
       1.658324529681e-02       4.360352331879e+03 
       2.087706820536e-02       4.332364079170e+03 
       2.628230103295e-02       4.041024174288e+03 
       3.304998496898e-02       3.532060738889e+03 
       4.070251441482e-02       3.011219592320e+03 
       4.669549212120e-02       2.712961944263e+03 
       5.114755285553e-02       2.549291058026e+03 
       5.489422000568e-02       2.438316430390e+03 
       5.827574974343e-02       2.350344148675e+03 
       6.144961688079e-02       2.271945975826e+03 
       6.450157416703e-02       2.195972395590e+03 
       6.748409941901e-02       2.118406908721e+03 
       7.043219937107e-02       2.037176807627e+03 
       7.337085048874e-02       1.951589591200e+03 
       7.631887765537e-02       1.862053476962e+03 
       7.929114001063e-02       1.769778309789e+03 
       8.229984070970e-02       1.676623777478e+03 
       8.535535141155e-02       1.584793051326e+03 
       8.846675263333e-02       1.496597446387e+03 
       9.164219985840e-02       1.414200043029e+03 
       9.488917849639e-02       1.339369047273e+03 
       9.821468548856e-02       1.273284106330e+03 
       1.016253610339e-01       1.216373975904e+03 
       1.051275854935e-01       1.168270615776e+03 
       1.087275514155e-01       1.127784480608e+03 
       1.124313174291e-01       1.092960388758e+03 
       1.162448487148e-01       1.061290227067e+03 
       1.201740474254e-01       1.029983628798e+03 
       1.242247755628e-01       9.964225804940e+02 
       1.284028722241e-01       9.586404902575e+02 
       1.327141667512e-01       9.157873132667e+02 
       1.371644890533e-01       8.683661194038e+02 
       1.417596782075e-01       8.181883919567e+02 
       1.465055903308e-01       7.680029793476e+02 
       1.514081066480e-01       7.208148357661e+02 
       1.564731426383e-01       6.791459990346e+02 
       1.617066591124e-01       6.443698082405e+02 
       1.671146760597e-01       6.163474130606e+02 
       1.727032900895e-01       5.934311122285e+02 
       1.784786962839e-01       5.731030123146e+02 
       1.844472152783e-01       5.520507871360e+02 
       1.906153263870e-01       5.279317507881e+02 
       1.969897076111e-01       5.001979345151e+02 
       2.035772833971e-01       4.702954764535e+02 
       2.103852810812e-01       4.407803479896e+02 
       2.174212970507e-01       4.142363147369e+02 
       2.246933738135e-01       3.922172693349e+02 
       2.322100893827e-01       3.745153191444e+02 
       2.399806606999e-01       3.592206900047e+02 
       2.480150632433e-01       3.439082264353e+02 
       2.563241695396e-01       3.269187023235e+02 
       2.649199100612e-01       3.082858416574e+02 
       2.738154609942e-01       2.897230821136e+02 
       2.830254646997e-01       2.731800753856e+02 
       2.925662904503e-01       2.593581076849e+02 
       3.024563453850e-01       2.474162471017e+02 
       3.127164487889e-01       2.356913978800e+02 
       3.233702871119e-01       2.232121988576e+02 
       3.344449730633e-01       2.104339200401e+02 
       3.459717403788e-01       1.985635082924e+02 
       3.579868175441e-01       1.882217965269e+02 
       3.705325405700e-01       1.787891051039e+02 
       3.836587895033e-01       1.693529394603e+02 
       3.974248700308e-01       1.597959756240e+02 
       4.119020173418e-01       1.507528774776e+02 
       4.271767862920e-01       1.425334902515e+02 
       4.433557305764e-01       1.346945985481e+02 
       4.605720011298e-01       1.268621641511e+02 
       4.789948790030e-01       1.193255745452e+02 
       4.988439325865e-01       1.122431149869e+02 
       5.204107183711e-01       1.052769485901e+02 
       5.440932864141e-01       9.843788208505e+01 
       5.704534448936e-01       9.180094524176e+01 
       6.003166990298e-01       8.517214147643e+01 
       6.349573278316e-01       7.855193740753e+01 
       6.764657753538e-01       7.178754585636e+01 
       7.285372198195e-01       6.473910323823e+01 
       7.982952968867e-01       5.715869764799e+01 
       9.005567574624e-01       4.873482200098e+01 
       1.064509988451e+00       3.936818078942e+01 
       1.319778626026e+00       3.021985953115e+01 
       1.660159178842e+00       2.291507027548e+01 
       2.089997860659e+00       1.731798357608e+01 
       2.631151368978e+00       1.295227862425e+01 
       3.312423320667e+00       9.520447783866e+00 
       4.170093893007e+00       6.839664250111e+00 
       5.249837171474e+00       4.783192932931e+00 
       6.609153422950e+00       3.247777723052e+00 
       8.320431194599e+00       2.139588407854e+00 
       1.047480226797e+01       1.369821355702e+00 
