# Matter power spectrum P(k) at redshift z=2.5
# for k=2.06717e-07 to 10.3734 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.067168189123e-07       1.637889128038e-01 
       2.602410563739e-07       2.043075894980e-01 
       3.276240790613e-07       2.548499185931e-01 
       4.124542786460e-07       3.178955864993e-01 
       5.192491725906e-07       3.965377127124e-01 
       6.536959784274e-07       4.946346033973e-01 
       8.229544788300e-07       6.169990455843e-01 
       1.036038306149e-06       7.696344292525e-01 
       1.304294951203e-06       9.600292821058e-01 
       1.642010058544e-06       1.197524666728e+00 
       2.067168189123e-06       1.493772461985e+00 
       2.602410563739e-06       1.863307014348e+00 
       3.276240790613e-06       2.324258197354e+00 
       4.124542786460e-06       2.899240855524e+00 
       5.192491725906e-06       3.616464253337e+00 
       6.536959784274e-06       4.511115925452e+00 
       8.229544788300e-06       5.627087751669e+00 
       1.036038306149e-05       7.019128817530e+00 
       1.304294951203e-05       8.755530393107e+00 
       1.642010058544e-05       1.092147426808e+01 
       2.067168189123e-05       1.362320763755e+01 
       2.602410563739e-05       1.699324735982e+01 
       3.276240790613e-05       2.119686481637e+01 
       4.124542786460e-05       2.644016154005e+01 
       5.192491725906e-05       3.298011602877e+01 
       6.536959784274e-05       4.113706335713e+01 
       8.229544788300e-05       5.131015860290e+01 
       1.036038306149e-04       6.399646178820e+01 
       1.304294951203e-04       7.981434424768e+01 
       1.642010058544e-04       9.953190386136e+01 
       2.067168189123e-04       1.241008931722e+02 
       2.602410563739e-04       1.546961292943e+02 
       3.276240790613e-04       1.927591604730e+02 
       4.124542786460e-04       2.400426562608e+02 
       5.192491725906e-04       2.986480933458e+02 
       6.536959784274e-04       3.710438929854e+02 
       8.229544788300e-04       4.600461181199e+02 
       1.036038306149e-03       5.687437353853e+02 
       1.304294951203e-03       7.003561084961e+02 
       1.642010058544e-03       8.579953163744e+02 
       2.067168189123e-03       1.044224578859e+03 
       2.602410563740e-03       1.260286297606e+03 
       3.276240790613e-03       1.505135296574e+03 
       4.124542786460e-03       1.774332402555e+03 
       5.192491725906e-03       2.058765796263e+03 
       6.536959784274e-03       2.342767187006e+03 
       8.229544788300e-03       2.606125704248e+03 
       1.036038306149e-02       2.820261174818e+03 
       1.304294951203e-02       2.951680318058e+03 
       1.642010058544e-02       2.964951861398e+03 
       2.067168186192e-02       2.831143788508e+03 
       2.602407109719e-02       2.544527919538e+03 
       3.275558272065e-02       2.145864616353e+03 
       4.093506422154e-02       1.741037302142e+03 
       4.851962001360e-02       1.480038883060e+03 
       5.394659976930e-02       1.347182994652e+03 
       5.830557095182e-02       1.260746616204e+03 
       6.214373534579e-02       1.192754743923e+03 
       6.569501994973e-02       1.132762837964e+03 
       6.907898679588e-02       1.076117551950e+03 
       7.236556142777e-02       1.020680478817e+03 
       7.559982787953e-02       9.656477936857e+02 
       7.881309674585e-02       9.110141011052e+02 
       8.202844775000e-02       8.572662630864e+02 
       8.526375793579e-02       8.051688826611e+02 
       8.853347214517e-02       7.555924579713e+02 
       9.184969561116e-02       7.093696649898e+02 
       9.522289845384e-02       6.671775590722e+02 
       9.866238661847e-02       6.294482669084e+02 
       1.021766262143e-01       5.963103294336e+02 
       1.057734724473e-01       5.675616909019e+02 
       1.094603344739e-01       5.426749608354e+02 
       1.132442960025e-01       5.208371857671e+02 
       1.171322045789e-01       5.010269438446e+02 
       1.211307382318e-01       4.821314226858e+02 
       1.252464554596e-01       4.630989192726e+02 
       1.294858327977e-01       4.431091435490e+02 
       1.338552930619e-01       4.217278199585e+02 
       1.383612266055e-01       3.990008608118e+02 
       1.430100074229e-01       3.754485786768e+02 
       1.478080055970e-01       3.519443699789e+02 
       1.527615973660e-01       3.294995584859e+02 
       1.578771739398e-01       3.090097567685e+02 
       1.631611501062e-01       2.910312415608e+02 
       1.686199736067e-01       2.756450118597e+02 
       1.742601362268e-01       2.624421772846e+02 
       1.800881875233e-01       2.506398547817e+02 
       1.861107520945e-01       2.393120533489e+02 
       1.923345512911e-01       2.276833494450e+02 
       1.987664302579e-01       2.153890739363e+02 
       2.054133911996e-01       2.025861814763e+02 
       2.122826337721e-01       1.898464788588e+02 
       2.193816035337e-01       1.778708244992e+02 
       2.267180494388e-01       1.671619218291e+02 
       2.343000914546e-01       1.578126630021e+02 
       2.421362995151e-01       1.495032102075e+02 
       2.502357852423e-01       1.416998534543e+02 
       2.586083081549e-01       1.339523167083e+02 
       2.672643984948e-01       1.261232298917e+02 
       2.762154993543e-01       1.184083673072e+02 
       2.854741315213e-01       1.111415120336e+02 
       2.950540854396e-01       1.045344947654e+02 
       3.049706459702e-01       9.854283997758e+01 
       3.152408573505e-01       9.293951599376e+01 
       3.258838380215e-01       8.751580798237e+01 
       3.369211580379e-01       8.223195505193e+01 
       3.483772958987e-01       7.719361384010e+01 
       3.602801972717e-01       7.250147694252e+01 
       3.726619659049e-01       6.814067082243e+01 
       3.855597280023e-01       6.401442488086e+01 
       3.990167270406e-01       6.005730915804e+01 
       4.130837287832e-01       5.628299948466e+01 
       4.278208499524e-01       5.272350637586e+01 
       4.432999748371e-01       4.936395983976e+01 
       4.596080024576e-01       4.616282929487e+01 
       4.768512905690e-01       4.310448935716e+01 
       4.951618632252e-01       4.019309996829e+01 
       5.147062832389e-01       3.741626930230e+01 
       5.356986682075e-01       3.475242340383e+01 
       5.584203626860e-01       3.219138450268e+01 
       5.832507103041e-01       2.972044045703e+01 
       6.107171537711e-01       2.732109712977e+01 
       6.415807203523e-01       2.497568687415e+01 
       6.769901779660e-01       2.266091293000e+01 
       7.187787131517e-01       2.034764592081e+01 
       7.700793349275e-01       1.799636815730e+01 
       8.367065313075e-01       1.555219696003e+01 
       9.304262158561e-01       1.294323164257e+01 
       1.075762486129e+00       1.013216897775e+01 
       1.310581261103e+00       7.352399312671e+00 
       1.644191819949e+00       5.176707158045e+00 
       2.069760774943e+00       3.686702457079e+00 
       2.605673585374e+00       2.656839221248e+00 
       3.280348690748e+00       1.924935453817e+00 
       4.129714326328e+00       1.391786575363e+00 
       5.199002308865e+00       9.968594664802e-01 
       6.545156122607e+00       7.026607287269e-01 
       8.239863366910e+00       4.849445071753e-01 
       1.037337338231e+01       3.266815090350e-01 
