# Matter power spectrum P(k) at redshift z=2.5
# for k=2.09814e-07 to 10.5263 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.098140192535e-07       2.001972735141e-01 
       2.641402005889e-07       2.488101872920e-01 
       3.325328107978e-07       3.092275343762e-01 
       4.186340057686e-07       3.843157268851e-01 
       5.270289881033e-07       4.776372135871e-01 
       6.634901858755e-07       5.936194944183e-01 
       8.352846554746e-07       7.377651771731e-01 
       1.051561078859e-06       9.169130396774e-01 
       1.323836964229e-06       1.139562484481e+00 
       1.666611995340e-06       1.416276778927e+00 
       2.098140192535e-06       1.760184209575e+00 
       2.641402005889e-06       2.187600926730e+00 
       3.325328107978e-06       2.718805023324e+00 
       4.186340057686e-06       3.378998573085e+00 
       5.270289881033e-06       4.199503240648e+00 
       6.634901858755e-06       5.219246176543e+00 
       8.352846554746e-06       6.486606629858e+00 
       1.051561078859e-05       8.061710766447e+00 
       1.323836964229e-05       1.001928337128e+01 
       1.666611995340e-05       1.245219128026e+01 
       2.098140192535e-05       1.547584582209e+01 
       2.641402005889e-05       1.923367145378e+01 
       3.325328107978e-05       2.390389678301e+01 
       4.186340057686e-05       2.970798369285e+01 
       5.270289881033e-05       3.692108178732e+01 
       6.634901858755e-05       4.588497918014e+01 
       8.352846554746e-05       5.702411506169e+01 
       1.051561078859e-04       7.086531777554e+01 
       1.323836964229e-04       8.806201736980e+01 
       1.666611995340e-04       1.094237172559e+02 
       2.098140192535e-04       1.359514215337e+02 
       2.641402005889e-04       1.688793640729e+02 
       3.325328107978e-04       2.097225328816e+02 
       4.186340057686e-04       2.603277655224e+02 
       5.270289881033e-04       3.229232022831e+02 
       6.634901858755e-04       4.001565472471e+02 
       8.352846554746e-04       4.951080474340e+02 
       1.051561078859e-03       6.112622652665e+02 
       1.323836964229e-03       7.524235334697e+02 
       1.666611995340e-03       9.225431973180e+02 
       2.098140192535e-03       1.125357489507e+03 
       2.641402005889e-03       1.363706496278e+03 
       3.325328107978e-03       1.638584558445e+03 
       4.186340057686e-03       1.947913929310e+03 
       5.270289881033e-03       2.284872432474e+03 
       6.634901858755e-03       2.635955343716e+03 
       8.352846554746e-03       2.978931365229e+03 
       1.051561078859e-02       3.280910023512e+03 
       1.323836964229e-02       3.497491365192e+03 
       1.666611995337e-02       3.575352215695e+03 
       2.098140171937e-02       3.463515176145e+03 
       2.641387140479e-02       3.140510021991e+03 
       3.323357968019e-02       2.656688255885e+03 
       4.123299361229e-02       2.176563702151e+03 
       4.790632219269e-02       1.900400412944e+03 
       5.275920367973e-02       1.759985282777e+03 
       5.677246018531e-02       1.669306355780e+03 
       6.036109956609e-02       1.599075820978e+03 
       6.371102674430e-02       1.537027030247e+03 
       6.692101071878e-02       1.477030449120e+03 
       7.005043409568e-02       1.415869211196e+03 
       7.313838240686e-02       1.352047891780e+03 
       7.621244612034e-02       1.285252581914e+03 
       7.929323714499e-02       1.216038058102e+03 
       8.239690320693e-02       1.145588070543e+03 
       8.553661991220e-02       1.075492224774e+03 
       8.872352263282e-02       1.007523477600e+03 
       9.196731331326e-02       9.434217809247e+02 
       9.527666941147e-02       8.846964910765e+02 
       9.865952743487e-02       8.324622708178e+02 
       1.021232841748e-01       7.873188046935e+02 
       1.056749422534e-01       7.492783245907e+02 
       1.093212169616e-01       7.177422686547e+02 
       1.130686155477e-01       6.915309389065e+02 
       1.169234964907e-01       6.689751337536e+02 
       1.208921139910e-01       6.480855226137e+02 
       1.249806514135e-01       6.268091674034e+02 
       1.291952464314e-01       6.033603041497e+02 
       1.335420099682e-01       5.765721512135e+02 
       1.380270405956e-01       5.461785011501e+02 
       1.426564357595e-01       5.129195257432e+02 
       1.474363010126e-01       4.784011989840e+02 
       1.523727583097e-01       4.447155336537e+02 
       1.574719543447e-01       4.139186835464e+02 
       1.627400698563e-01       3.875149282864e+02 
       1.681833308004e-01       3.660831126222e+02 
       1.738080222677e-01       3.491291316179e+02 
       1.796205060114e-01       3.352007646487e+02 
       1.856272424417e-01       3.222755475274e+02 
       1.918348179389e-01       3.083818577386e+02 
       1.982499783411e-01       2.922946284414e+02 
       2.048796694758e-01       2.740129651054e+02 
       2.117310856382e-01       2.547348745363e+02 
       2.188117269762e-01       2.362790799173e+02 
       2.261294668449e-01       2.202285962954e+02 
       2.336926303379e-01       2.072241656046e+02 
       2.415100854242e-01       1.967280267513e+02 
       2.495913484286e-01       1.873531994671e+02 
       2.579467060120e-01       1.776299000414e+02 
       2.665873563799e-01       1.668362558566e+02 
       2.755255732043e-01       1.553671650665e+02 
       2.847748967482e-01       1.443451165988e+02 
       2.943503580080e-01       1.347516584265e+02 
       3.042687434488e-01       1.267398251927e+02 
       3.145489102466e-01       1.196190096210e+02 
       3.252121650992e-01       1.124923856606e+02 
       3.362827239310e-01       1.050184724275e+02 
       3.477882756744e-01       9.760921221345e+01 
       3.597606814539e-01       9.088591018797e+01 
       3.722368519986e-01       8.499675540015e+01 
       3.852598625897e-01       7.953158919956e+01 
       3.988803888968e-01       7.407598673547e+01 
       4.131585827853e-01       6.868863379233e+01 
       4.281665613542e-01       6.369004459489e+01 
       4.439917664577e-01       5.912915237190e+01 
       4.607415854189e-01       5.475669780809e+01 
