# Matter power spectrum P(k) at redshift z=0
# for k=1.03638e-05 to 10.3743 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.036379074375e-05       4.088380625946e+01 
       1.304723952983e-05       5.099768581823e+01 
       1.642550139786e-05       6.361352706428e+01 
       2.067848111123e-05       7.935013410466e+01 
       2.603266534824e-05       9.897938516286e+01 
       3.277318394363e-05       1.234639670768e+02 
       4.125899409204e-05       1.540043797984e+02 
       5.194199612753e-05       1.920974873998e+02 
       6.539109886426e-05       2.396093111392e+02 
       8.232251606537e-05       2.988651086668e+02 
       1.036379074375e-04       3.727607524749e+02 
       1.304723952983e-04       4.648994338654e+02 
       1.642550139786e-04       5.797580245328e+02 
       2.067848111123e-04       7.228866379613e+02 
       2.603266534824e-04       9.011427857044e+02 
       3.277318394363e-04       1.122956983333e+03 
       4.125899409204e-04       1.398618992744e+03 
       5.194199612753e-04       1.740563704932e+03 
       6.539109886426e-04       2.163624563744e+03 
       8.232251606537e-04       2.685204603950e+03 
       1.036379074375e-03       3.325256056638e+03 
       1.304723952983e-03       4.105827453913e+03 
       1.642550139786e-03       5.049878910948e+03 
       2.067848111123e-03       6.179030598284e+03 
       2.603266534824e-03       7.510209971425e+03 
       3.277318394363e-03       9.050133272943e+03 
       4.125899409204e-03       1.078830347340e+04 
       5.194199612753e-03       1.268768968194e+04 
       6.539109886426e-03       1.467384982200e+04 
       8.232251606537e-03       1.662532400233e+04 
       1.036379074375e-02       1.836155842023e+04 
       1.304723952983e-02       1.964266019750e+04 
       1.642550139781e-02       2.017872510645e+04 
       2.067848084668e-02       1.969923386477e+04 
       2.603248695751e-02       1.808609227910e+04 
       3.275081324784e-02       1.559285414113e+04 
       4.057835995620e-02       1.307354917533e+04 
       4.701657610552e-02       1.158348769326e+04 
       5.171726595233e-02       1.077861030936e+04 
       5.561950848132e-02       1.022874486155e+04 
       5.911593197333e-02       9.786302251781e+03 
       6.238362333545e-02       9.388081591572e+03 
       6.551716388235e-02       9.003855330156e+03 
       6.857363355481e-02       8.618001891398e+03 
       7.159070935900e-02       8.223378917290e+03 
       7.459504767635e-02       7.820375636746e+03 
       7.760659984862e-02       7.411065194662e+03 
       8.064102093923e-02       7.002273527744e+03 
       8.371110206692e-02       6.601816962362e+03 
       8.682766647886e-02       6.217669439107e+03 
       9.000015383553e-02       5.858072699569e+03 
       9.323701441900e-02       5.529241031860e+03 
       9.654598270947e-02       5.235634437788e+03 
       9.993427169907e-02       4.978751349947e+03 
       1.034087135186e-01       4.757131249096e+03 
       1.069758627124e-01       4.566410347669e+03 
       1.106420729067e-01       4.399431899393e+03 
       1.144135541368e-01       4.247015725016e+03 
       1.182964158801e-01       4.099369210163e+03 
       1.222966994045e-01       3.946934838365e+03 
       1.264204020897e-01       3.782491149590e+03 
       1.306734957519e-01       3.602237941709e+03 
       1.350619405811e-01       3.407420654250e+03 
       1.395916960225e-01       3.203788454889e+03 
       1.442687297490e-01       3.000366305339e+03 
       1.490990257541e-01       2.807259103343e+03 
       1.540885925184e-01       2.633307962008e+03 
       1.592434721557e-01       2.483631498072e+03 
       1.645697514147e-01       2.358394867937e+03 
       1.700735753953e-01       2.252777357254e+03 
       1.757611648226e-01       2.158079586833e+03 
       1.816388377176e-01       2.064481438057e+03 
       1.877130362966e-01       1.964466898373e+03 
       1.939903599349e-01       1.854689049595e+03 
       2.004776050472e-01       1.737998299778e+03 
       2.071818127664e-01       1.621947220427e+03 
       2.141103253648e-01       1.515396495993e+03 
       2.212708524569e-01       1.423182361367e+03 
       2.286715481737e-01       1.344818260138e+03 
       2.363211007131e-01       1.275826803757e+03 
       2.442288359759e-01       1.210014201899e+03 
       2.524048374159e-01       1.142004332343e+03 
       2.608600847907e-01       1.070764946241e+03 
       2.696066152531e-01       9.999626148620e+02 
       2.786577112092e-01       9.343103065909e+02 
       2.880281206844e-01       8.765370184464e+02 
       2.977343176680e-01       8.255145835056e+02 
       3.077948122276e-01       7.771807025076e+02 
       3.182305232851e-01       7.287766060030e+02 
       3.290652311667e-01       6.805973490201e+02 
       3.403261328280e-01       6.348444611712e+02 
       3.520445307163e-01       5.933315108264e+02 
       3.642566976103e-01       5.552292434101e+02 
       3.770049761091e-01       5.187204082340e+02 
       3.903391952734e-01       4.829122978536e+02 
       4.043185223601e-01       4.488937839566e+02 
       4.190139213732e-01       4.172008273413e+02 
       4.345114735985e-01       3.873211365758e+02 
       4.509169479989e-01       3.586259290407e+02 
       4.683622262250e-01       3.310736325368e+02 
       4.870145523812e-01       3.049809363024e+02 
       5.070902146941e-01       2.800976828541e+02 
       5.288754203876e-01       2.560498723010e+02 
       5.527593097011e-01       2.329504049799e+02 
       5.792884007684e-01       2.105780314298e+02 
       6.092609040337e-01       1.887393767234e+02 
       6.438998597542e-01       1.672684082362e+02 
       6.851933529775e-01       1.458918776502e+02 
       7.366167300607e-01       1.242615213261e+02 
       8.047881372423e-01       1.019308989592e+02 
       9.033716506473e-01       7.847399377812e+01 
       1.060002618249e+00       5.437542700503e+01 
       1.307819209888e+00       3.329977618284e+01 
       1.644250615437e+00       1.932690231371e+01 
       2.069951036951e+00       1.107912339037e+01 
       2.605913835806e+00       6.297979657083e+00 
       3.280651148785e+00       3.552870829869e+00 
       4.130095098437e+00       1.990612684968e+00 
       5.199481672548e+00       1.108331379511e+00 
       6.545759605729e+00       6.135964645572e-01 
       8.240623107148e+00       3.379251837990e-01 
       1.037432983861e+01       1.852075273492e-01 
