# Matter power spectrum P(k) at redshift z=0
# for k=9.58267e-06 to 12.0762 h/Mpc,
# number of wavenumbers equal to 123
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.582670259680e-06       6.451288374864e+01 
       1.206386710276e-05       8.047218473528e+01 
       1.518750886017e-05       1.003794052992e+02 
       1.911994084591e-05       1.252110850540e+02 
       2.407057940292e-05       1.561852029462e+02 
       3.030306408695e-05       1.948207719523e+02 
       3.814929743428e-05       2.430121374340e+02 
       4.802711998211e-05       3.031212408944e+02 
       6.046256180077e-05       3.780924736887e+02 
       7.611785551316e-05       4.715947965678e+02 
       9.582670259680e-05       5.881973892851e+02 
       1.206386710276e-04       7.335851743708e+02 
       1.518750886017e-04       9.148209707467e+02 
       1.911994084591e-04       1.140659698447e+03 
       2.407057940292e-04       1.421916524191e+03 
       3.030306408695e-04       1.771883480957e+03 
       3.814929743428e-04       2.206776557301e+03 
       4.802711998211e-04       2.746178874342e+03 
       6.046256180077e-04       3.413427897952e+03 
       7.611785551316e-04       4.235867619330e+03 
       9.582670259680e-04       5.244795627441e+03 
       1.206386710276e-03       6.474668286275e+03 
       1.518750886017e-03       7.961142707456e+03 
       1.911994084591e-03       9.737899403597e+03 
       2.407057940292e-03       1.183043252865e+04 
       3.030306408695e-03       1.424765719753e+04 
       3.814929743428e-03       1.697054553606e+04 
       4.802711998211e-03       1.993644214781e+04 
       6.046256180077e-03       2.302079103052e+04 
       7.611785551316e-03       2.602174870351e+04 
       9.582670259680e-03       2.862901608092e+04 
       1.206386710276e-02       3.043043205336e+04 
       1.518750886014e-02       3.091939277556e+04 
       1.911994067102e-02       2.962148866523e+04 
       2.407045087644e-02       2.635777662013e+04 
       3.028577750759e-02       2.166819975515e+04 
       3.758873008987e-02       1.718836218417e+04 
       4.370434292569e-02       1.474737170918e+04 
       4.814716719958e-02       1.359715908088e+04 
       5.181754926180e-02       1.290783184991e+04 
       5.509781224338e-02       1.240317588505e+04 
       5.815890980012e-02       1.196797421686e+04 
       6.109153974660e-02       1.154305106925e+04 
       6.395017716734e-02       1.109641994639e+04 
       6.677065028465e-02       1.061258368234e+04 
       6.957823501665e-02       1.008838127957e+04 
       7.239180476344e-02       9.528399521158e+03 
       7.522613903260e-02       8.943997162199e+03 
       7.809329265616e-02       8.351012144600e+03 
       8.100345057275e-02       7.768381770440e+03 
       8.396548422471e-02       7.214375708373e+03 
       8.698732641417e-02       6.705986181702e+03 
       9.007623114224e-02       6.255867461527e+03 
       9.323895798739e-02       5.872828947828e+03 
       9.648190543929e-02       5.558644478478e+03 
       9.981120876028e-02       5.309931763776e+03 
       1.032328126048e-01       5.117354278020e+03 
       1.067525253048e-01       4.966090651990e+03 
       1.103760596159e-01       4.837288641498e+03 
       1.141090633441e-01       4.709817095297e+03 
       1.179571423742e-01       4.563730988991e+03 
       1.219258780150e-01       4.383957256075e+03 
       1.260208401841e-01       4.163622404100e+03 
       1.302475976818e-01       3.906412673798e+03 
       1.346117266372e-01       3.626161875006e+03 
       1.391188180875e-01       3.343439634277e+03 
       1.437744855885e-01       3.080725704626e+03 
       1.485843737001e-01       2.856143160866e+03 
       1.535541681706e-01       2.679522659034e+03 
       1.586896086198e-01       2.549861658492e+03 
       1.639965045113e-01       2.455509358252e+03 
       1.694807551973e-01       2.378661315931e+03 
       1.751483748135e-01       2.296156957158e+03 
       1.810055228053e-01       2.190087558973e+03 
       1.870585408802e-01       2.055728375164e+03 
       1.933139972086e-01       1.903158066906e+03 
       1.997787387518e-01       1.750386618348e+03 
       2.064599526844e-01       1.615713615587e+03 
       2.133652380127e-01       1.510298234280e+03 
       2.205026886935e-01       1.433571508081e+03 
       2.278809898348e-01       1.373085957765e+03 
       2.355095289448e-01       1.311809011981e+03 
       2.433985247158e-01       1.237918930447e+03 
       2.515591765172e-01       1.150738583304e+03 
       2.600038386884e-01       1.061453657096e+03 
       2.687462249293e-01       9.837500751108e+02 
       2.778016496873e-01       9.229680945261e+02 
       2.871873155754e-01       8.741466502151e+02 
       2.969226587141e-01       8.265741494549e+02 
       3.070297677808e-01       7.729893722541e+02 
       3.175338978763e-01       7.158957227742e+02 
       3.284641077371e-01       6.630752577256e+02 
       3.398540592836e-01       6.193046426120e+02 
       3.517430334988e-01       5.810612384431e+02 
       3.641772385086e-01       5.424759843885e+02 
       3.772115182406e-01       5.022388189771e+02 
       3.909116193151e-01       4.642333694075e+02 
       4.053572502030e-01       4.308082029269e+02 
       4.206462880108e-01       3.997180926508e+02 
       4.369006862666e-01       3.683299350634e+02 
       4.542749701985e-01       3.381151276058e+02 
       4.729687857715e-01       3.105380772043e+02 
       4.932460172557e-01       2.837265905764e+02 
       5.154649684986e-01       2.575182853020e+02 
       5.401280330600e-01       2.326893109754e+02 
       5.679675274072e-01       2.082778570439e+02 
       6.001028057750e-01       1.844170128217e+02 
       6.383479575237e-01       1.606829484066e+02 
       6.858625945094e-01       1.367815800057e+02 
       7.486389958908e-01       1.121831860396e+02 
       8.390141515877e-01       8.644215637912e+01 
       9.821109761355e-01       6.002373731457e+01 
       1.209540924852e+00       3.676594774255e+01 
       1.520336931780e+00       2.126779547455e+01 
       1.913946695357e+00       1.214990735973e+01 
       2.409515972461e+00       6.885436804753e+00 
       3.033400887775e+00       3.873601689895e+00 
       3.818825461779e+00       2.164827169808e+00 
       4.807616417040e+00       1.202610263137e+00 
       6.052430477571e+00       6.644346095647e-01 
       7.619558531331e+00       3.652093471486e-01 
       9.592455861746e+00       1.998198445391e-01 
       1.207618644587e+01       1.088534286916e-01 
