# Matter power spectrum P(k) at redshift z=0
# for k=8.36782e-06 to 10.5493 h/Mpc,
# number of wavenumbers equal to 123
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       8.367823590678e-06       9.741007325656e+01 
       1.053446575971e-05       1.215073269061e+02 
       1.326210664458e-05       1.515656090135e+02 
       1.669600306879e-05       1.890590311722e+02 
       2.101902253869e-05       2.358264754290e+02 
       2.646138160503e-05       2.941608088755e+02 
       3.331290573376e-05       3.669210085252e+02 
       4.193846356893e-05       4.576707871991e+02 
       5.279739751853e-05       5.708506236014e+02 
       6.646798541267e-05       7.119899489034e+02 
       8.367823590678e-05       8.879673104048e+02 
       1.053446575971e-04       1.107326056053e+03 
       1.326210664458e-04       1.380651284516e+03 
       1.669600306879e-04       1.721008036560e+03 
       2.101902253869e-04       2.144428814575e+03 
       2.646138160503e-04       2.670417165947e+03 
       3.331290573376e-04       3.322401492044e+03 
       4.193846356893e-04       4.128036549750e+03 
       5.279739751853e-04       5.119223704794e+03 
       6.646798541267e-04       6.331693949566e+03 
       8.367823590678e-04       7.803834559137e+03 
       1.053446575971e-03       9.574003011668e+03 
       1.326210664458e-03       1.167540613133e+04 
       1.669600306879e-03       1.412854748341e+04 
       2.101902253869e-03       1.693028628247e+04 
       2.646138160503e-03       2.004060039679e+04 
       3.331290573376e-03       2.336882096774e+04 
       4.193846356893e-03       2.675703265256e+04 
       5.279739751853e-03       2.997042865987e+04 
       6.646798541267e-03       3.269302906198e+04 
       8.367823590678e-03       3.451706432004e+04 
       1.053446575971e-02       3.497775693056e+04 
       1.326210664458e-02       3.358991386988e+04 
       1.669600306353e-02       3.000706833796e+04 
       2.101901352631e-02       2.433462934928e+04 
       2.645896349993e-02       1.754833624276e+04 
       3.317052555039e-02       1.160006088287e+04 
       3.988342611134e-02       8.462539441744e+03 
       4.472307990100e-02       7.428025992665e+03 
       4.851762990375e-02       7.037345181530e+03 
       5.181590642960e-02       6.848886644260e+03 
       5.484561076985e-02       6.709905949121e+03 
       5.771962714524e-02       6.550600325897e+03 
       6.050255760640e-02       6.336010580319e+03 
       6.323539125126e-02       6.051401308451e+03 
       6.594624083140e-02       5.696629856041e+03 
       6.865561838262e-02       5.282041611789e+03 
       7.137927602181e-02       4.826781307261e+03 
       7.412984799555e-02       4.354384339770e+03 
       7.691785475069e-02       3.890160314410e+03 
       7.975234550936e-02       3.457121134650e+03 
       8.264132516196e-02       3.074328180990e+03 
       8.559204676965e-02       2.754015704069e+03 
       8.861121715913e-02       2.502532781535e+03 
       9.170514446944e-02       2.320422640648e+03 
       9.487984580875e-02       2.202129889114e+03 
       9.814112680232e-02       2.137886438397e+03 
       1.014946408952e-01       2.113637235871e+03 
       1.049459338024e-01       2.111240502002e+03 
       1.085004769082e-01       2.109656523450e+03 
       1.121636923757e-01       2.087786105014e+03 
       1.159409720366e-01       2.028586035592e+03 
       1.198376916742e-01       1.923450460696e+03 
       1.238592220049e-01       1.775427088152e+03 
       1.280109374640e-01       1.598873751677e+03 
       1.322982237671e-01       1.415094234297e+03 
       1.367264851348e-01       1.246814788970e+03 
       1.413011520169e-01       1.111198232819e+03 
       1.460276901143e-01       1.017120346307e+03 
       1.509116114816e-01       9.638519670697e+02 
       1.559584884755e-01       9.421176606059e+02 
       1.611739713067e-01       9.364399342819e+02 
       1.665638099473e-01       9.275023645161e+02 
       1.721338811453e-01       8.972940449563e+02 
       1.778902213046e-01       8.389413797424e+02 
       1.838390660106e-01       7.595189362663e+02 
       1.899868970224e-01       6.749711594317e+02 
       1.963404976211e-01       6.016495955431e+02 
       2.029070173172e-01       5.498181296757e+02 
       2.096940470804e-01       5.207804905424e+02 
       2.167097064926e-01       5.061008500957e+02 
       2.239627445462e-01       4.921382335156e+02 
       2.314626562535e-01       4.677957828963e+02 
       2.392198178185e-01       4.306355441328e+02 
       2.472456439085e-01       3.880382023475e+02 
       2.555527715920e-01       3.512660594993e+02 
       2.641552768808e-01       3.259380288671e+02 
       2.730689316298e-01       3.097842253541e+02 
       2.823115109770e-01       2.955155800717e+02 
       2.919031647917e-01       2.765605607458e+02 
       3.018668710755e-01       2.532867943726e+02 
       3.122289954578e-01       2.308882620947e+02 
       3.230199896156e-01       2.137550685088e+02 
       3.342752738122e-01       2.006303864128e+02 
       3.460363666545e-01       1.875446483590e+02 
       3.583523515454e-01       1.727011170581e+02 
       3.712818089460e-01       1.580651106534e+02 
       3.848954044010e-01       1.456895300007e+02 
       3.992794178780e-01       1.350511470843e+02 
       4.145406541260e-01       1.241028825038e+02 
       4.308134296357e-01       1.130936751604e+02 
       4.482697704333e-01       1.033986390059e+02 
       4.671347348080e-01       9.428521861591e+01 
       4.877102198026e-01       8.520171450629e+01 
       5.104134148014e-01       7.671601922043e+01 
       5.358418067827e-01       6.854823599442e+01 
       5.648891240338e-01       6.057477936412e+01 
       5.989656188216e-01       5.281059780495e+01 
       6.404483941254e-01       4.509971433435e+01 
       6.936781116894e-01       3.731768899724e+01 
       7.673079518188e-01       2.933355690667e+01 
       8.794837030233e-01       2.111897027615e+01 
       1.061445951630e+00       1.336280214689e+01 
       1.328310830653e+00       7.688143512608e+00 
       1.671958843704e+00       4.329388870217e+00 
       2.104869326872e+00       2.420925957626e+00 
       2.649873481454e+00       1.345614859822e+00 
       3.335993063842e+00       7.438309593155e-01 
       4.199766441640e+00       4.090625357909e-01 
       5.287192696981e+00       2.239185566113e-01 
       6.656181243282e+00       1.220467323787e-01 
       8.379635712675e+00       6.625072699182e-02 
       1.054933634026e+01       3.582631882901e-02 
