# Matter power spectrum P(k) at redshift z=1
# for k=1.05374e-05 to 10.5519 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.053739715013e-05       1.939932083499e+01 
       1.326579704646e-05       2.417329655621e+01 
       1.670064900950e-05       3.012203155350e+01 
       2.102487143151e-05       3.753462849838e+01 
       2.646874492483e-05       4.677121116911e+01 
       3.332217560417e-05       5.828047273150e+01 
       4.195013364436e-05       7.262134474331e+01 
       5.281208927305e-05       9.048994261386e+01 
       6.648648123578e-05       1.127530297013e+02 
       8.370152076850e-05       1.404892885427e+02 
       1.053739715013e-04       1.750402080450e+02 
       1.326579704646e-04       2.180721540756e+02 
       1.670064900950e-04       2.716513219618e+02 
       2.102487143151e-04       3.383324280755e+02 
       2.646874492483e-04       4.212603824499e+02 
       3.332217560417e-04       5.242807150648e+02 
       4.195013364436e-04       6.520484842227e+02 
       5.281208927305e-04       8.101166451825e+02 
       6.648648123578e-04       1.004975573667e+03 
       8.370152076850e-04       1.244010930172e+03 
       1.053739715013e-03       1.535345104816e+03 
       1.326579704646e-03       1.887486246092e+03 
       1.670064900950e-03       2.308577210571e+03 
       2.102487143151e-03       2.805016331379e+03 
       2.646874492483e-03       3.379502654468e+03 
       3.332217560417e-03       4.028518531817e+03 
       4.195013364436e-03       4.739294977962e+03 
       5.281208927305e-03       5.486461591280e+03 
       6.648648123578e-03       6.223327158651e+03 
       8.370152076850e-03       6.900341180544e+03 
       1.053739715013e-02       7.436796837035e+03 
       1.326579704646e-02       7.740534815698e+03 
       1.670064900950e-02       7.713213962692e+03 
       2.102487141995e-02       7.273520732952e+03 
       2.646872767019e-02       6.406857244846e+03 
       3.331803992060e-02       5.236215304740e+03 
       4.172858277667e-02       4.072394691314e+03 
       4.991830310284e-02       3.339862915176e+03 
       5.579287659725e-02       3.007109870461e+03 
       6.044075526188e-02       2.814031002348e+03 
       6.450056987975e-02       2.672099058347e+03 
       6.823998740442e-02       2.549333607469e+03 
       7.179321842462e-02       2.431721585853e+03 
       7.523769262380e-02       2.312714976343e+03 
       7.862283105919e-02       2.189845815895e+03 
       8.198268675727e-02       2.063136601388e+03 
       8.534219972418e-02       1.934236756114e+03 
       8.872058327510e-02       1.805819200219e+03 
       9.213328969949e-02       1.681031564173e+03 
       9.559321630019e-02       1.563108504886e+03 
       9.911147936401e-02       1.454841109825e+03 
       1.026979295233e-01       1.358385746915e+03 
       1.063615055441e-01       1.274966219230e+03 
       1.101104833846e-01       1.204819430478e+03 
       1.139526551573e-01       1.147090161240e+03 
       1.178954598362e-01       1.099978232028e+03 
       1.219460799061e-01       1.060788196381e+03 
       1.261115134483e-01       1.026270968827e+03 
       1.303986281856e-01       9.929340061814e+02 
       1.348142020947e-01       9.575131804990e+02 
       1.393649539387e-01       9.175415536865e+02 
       1.440575662398e-01       8.719692272439e+02 
       1.488987026606e-01       8.212882215461e+02 
       1.538950213931e-01       7.674721837218e+02 
       1.590531859101e-01       7.136666619305e+02 
       1.643798742778e-01       6.631969307354e+02 
       1.698817881222e-01       6.188178616657e+02 
       1.755656622826e-01       5.820069956275e+02 
       1.814382761413e-01       5.526994680190e+02 
       1.875064675972e-01       5.292718113684e+02 
       1.937771506308e-01       5.090290211443e+02 
       2.002573374012e-01       4.889228097355e+02 
       2.069541658046e-01       4.665626311015e+02 
       2.138749334282e-01       4.410660162854e+02 
       2.210271388404e-01       4.133462510965e+02 
       2.284185311862e-01       3.856261798037e+02 
       2.360571691104e-01       3.603885844099e+02 
       2.439514901215e-01       3.391239800248e+02 
       2.521103916456e-01       3.216130802132e+02 
       2.605433252357e-01       3.065162007872e+02 
       2.692604056908e-01       2.922048003512e+02 
       2.782725372560e-01       2.773167110312e+02 
       2.875915596286e-01       2.614424120051e+02 
       2.972304172418e-01       2.455106968148e+02 
       3.072033562834e-01       2.308235583277e+02 
       3.175261552155e-01       2.180040713987e+02 
       3.282163962865e-01       2.068343192260e+02 
       3.392937878269e-01       1.963492403860e+02 
       3.507805501912e-01       1.857889130620e+02 
       3.627018823645e-01       1.752710676200e+02 
       3.750865319271e-01       1.652371035624e+02 
       3.879674989249e-01       1.561442978465e+02 
       4.013829152204e-01       1.478362135103e+02 
       4.153771566094e-01       1.398753015253e+02 
       4.300022677639e-01       1.320712740081e+02 
       4.453198136552e-01       1.246332808741e+02 
       4.614033216677e-01       1.176893698136e+02 
       4.783415563210e-01       1.111247802144e+02 
       4.962429908354e-01       1.048038312536e+02 
       5.152420373783e-01       9.873680585014e+01 
       5.355079265062e-01       9.294176325395e+01 
       5.572576910878e-01       8.739037031290e+01 
       5.807757167285e-01       8.200281632232e+01 
       6.064441913081e-01       7.678658647260e+01 
       6.347924297578e-01       7.169685994893e+01 
       6.665805378431e-01       6.668201723650e+01 
       7.029492286276e-01       6.169655745909e+01 
       7.457057886926e-01       5.666022601373e+01 
       7.979117827697e-01       5.147829535490e+01 
       8.651906905292e-01       4.599789591623e+01 
       9.588158376137e-01       4.000243969643e+01 
       1.102397770431e+00       3.325314103218e+01 
       1.335158463816e+00       2.598193889335e+01 
       1.672577776518e+00       1.953573675986e+01 
       2.105383509959e+00       1.457956173743e+01 
       2.650519003997e+00       1.078471818916e+01 
       3.336805726639e+00       7.856888429920e+00 
       4.200789523485e+00       5.607306386477e+00 
       5.288480680714e+00       3.904968832289e+00 
       6.657802718734e+00       2.646980625717e+00 
       8.381677029326e+00       1.744549570962e+00 
       1.055190620567e+01       1.118657314600e+00 
