# Matter power spectrum P(k) at redshift z=1.5
# for k=2.0951e-07 to 10.5113 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.095096098766e-07       3.608251202257e-01 
       2.637569718888e-07       4.481947496657e-01 
       3.320503544486e-07       5.567199241899e-01 
       4.180266292107e-07       6.915232141936e-01 
       5.262643463200e-07       8.589675610347e-01 
       6.625275589034e-07       1.066956618133e+00 
       8.340727799175e-07       1.325307816875e+00 
       1.050035417924e-06       1.646215764235e+00 
       1.321916270908e-06       2.044827847317e+00 
       1.664193985711e-06       2.539959212156e+00 
       2.095096098766e-06       3.154980863333e+00 
       2.637569718888e-06       3.918922801075e+00 
       3.320503544486e-06       4.867844260738e+00 
       4.180266292107e-06       6.046535716886e+00 
       5.262643463200e-06       7.510632967295e+00 
       6.625275589034e-06       9.329243037399e+00 
       8.340727799175e-06       1.158820575389e+01 
       1.050035417924e-05       1.439414475427e+01 
       1.321916270908e-05       1.787949877762e+01 
       1.664193985711e-05       2.220876999536e+01 
       2.095096098766e-05       2.758628288265e+01 
       2.637569718888e-05       3.426581705274e+01 
       3.320503544486e-05       4.256256320424e+01 
       4.180266292107e-05       5.286795563807e+01 
       5.262643463200e-05       6.566806008133e+01 
       6.625275589034e-05       8.156634277980e+01 
       8.340727799175e-05       1.013118132681e+02 
       1.050035417924e-04       1.258337083955e+02 
       1.321916270908e-04       1.562840414471e+02 
       1.664193985711e-04       1.940894188612e+02 
       2.095096098766e-04       2.410134102966e+02 
       2.637569718888e-04       2.992302310578e+02 
       3.320503544486e-04       3.714092065099e+02 
       4.180266292107e-04       4.608069546933e+02 
       5.262643463200e-04       5.713600467798e+02 
       6.625275589034e-04       7.077654086676e+02 
       8.340727799175e-04       8.755307624588e+02 
       1.050035417924e-03       1.080974229780e+03 
       1.321916270908e-03       1.331138809419e+03 
       1.664193985711e-03       1.633527507556e+03 
       2.095096098766e-03       1.995484725965e+03 
       2.637569718888e-03       2.423128282349e+03 
       3.320503544486e-03       2.919810356754e+03 
       4.180266292107e-03       3.483903224874e+03 
       5.262643463200e-03       4.105755481091e+03 
       6.625275589034e-03       4.763887823324e+03 
       8.340727799175e-03       5.420634987555e+03 
       1.050035417924e-02       6.017567116066e+03 
       1.321916270908e-02       6.472503215622e+03 
       1.664193985701e-02       6.682818700549e+03 
       2.095096054509e-02       6.545635497353e+03 
       2.637543491837e-02       6.009778254909e+03 
       3.317543015432e-02       5.160244575801e+03 
       4.098544935755e-02       4.312372477908e+03 
       4.724481443949e-02       3.829926187571e+03 
       5.185371233197e-02       3.573593721887e+03 
       5.570699311865e-02       3.403136318294e+03 
       5.917258360933e-02       3.269279294175e+03 
       6.241862594767e-02       3.150445964755e+03 
       6.553582360826e-02       3.035452007554e+03 
       6.857930918701e-02       2.918196426409e+03 
       7.158567165634e-02       2.795661296399e+03 
       7.458090933234e-02       2.667003241800e+03 
       7.758455055059e-02       2.533028664263e+03 
       8.061196500615e-02       2.395790063707e+03 
       8.367574355186e-02       2.258199166699e+03 
       8.678656414917e-02       2.123627522186e+03 
       8.995375798549e-02       1.995500674778e+03 
       9.318569224893e-02       1.876910519119e+03 
       9.649003624303e-02       1.770275683861e+03 
       9.987395067514e-02       1.677073972820e+03 
       1.033442248046e-01       1.597662265140e+03 
       1.069073772519e-01       1.531191452437e+03 
       1.105697308823e-01       1.475626030294e+03 
       1.143374688194e-01       1.427888328706e+03 
       1.182166765006e-01       1.384156600918e+03 
       1.222133732895e-01       1.340340868908e+03 
       1.263335362462e-01       1.292721283787e+03 
       1.305831180425e-01       1.238661300004e+03 
       1.349680606033e-01       1.177226872048e+03 
       1.394943057865e-01       1.109499460964e+03 
       1.441678042351e-01       1.038415568702e+03 
       1.489945234207e-01       9.681029979030e+02 
       1.539804558246e-01       9.028662030346e+02 
       1.591316281579e-01       8.461020167184e+02 
       1.644541124920e-01       7.994391357988e+02 
       1.699540401548e-01       7.623067646304e+02 
       1.756376192324e-01       7.320393382497e+02 
       1.815111565129e-01       7.045635891318e+02 
       1.875810847009e-01       6.756217858937e+02 
       1.938539957372e-01       6.422552533975e+02 
       2.003366810744e-01       6.039687731945e+02 
       2.070361797915e-01       5.629238836347e+02 
       2.139598354932e-01       5.229157015968e+02 
       2.211153630390e-01       4.875844773632e+02 
       2.285109263009e-01       4.587560892064e+02 
       2.361552283687e-01       4.356886299943e+02 
       2.440576159319e-01       4.155518885981e+02 
       2.522281999939e-01       3.949802431192e+02 
       2.606779956449e-01       3.719883294728e+02 
       2.694190843801e-01       3.470785149384e+02 
       2.784648034599e-01       3.226705840462e+02 
       2.878299681379e-01       3.012163408716e+02 
       2.975311343502e-01       2.834319621994e+02 
       3.075869118112e-01       2.679466152500e+02 
       3.180183406263e-01       2.525864671277e+02 
       3.288493488276e-01       2.362590250430e+02 
       3.401073141442e-01       2.197486023033e+02 
       3.518237615472e-01       2.046364685192e+02 
       3.640352397405e-01       1.915304529965e+02 
       3.767844364721e-01       1.795431490153e+02 
       3.901216169616e-01       1.675225972070e+02 
       4.041065060877e-01       1.554553798022e+02 
       4.188107902348e-01       1.441947501829e+02 
       4.343215005688e-01       1.340205188703e+02 
       4.507456763221e-01       1.243002637942e+02 
       4.682169307058e-01       1.146771063634e+02 
       4.869049203742e-01       1.055419997036e+02 
       5.070293805670e-01       9.700062510110e+01 
       5.288815895291e-01       8.867811975367e+01 
       5.528584074391e-01       8.061493603229e+01 
       5.795185907621e-01       7.288209991051e+01 
       6.096807122356e-01       6.527627658259e+01 
       6.446037149165e-01       5.781638163637e+01 
       6.863435301853e-01       5.036252935133e+01 
       7.385143753365e-01       4.281499009351e+01 
       8.080419323541e-01       3.500560139423e+01 
       9.092821188989e-01       2.679500106842e+01 
       1.070916657438e+00       1.839871868836e+01 
       1.324685572510e+00       1.118859061143e+01 
       1.665949067555e+00       6.479819034998e+00 
       2.097278831863e+00       3.708126359051e+00 
       2.640317538626e+00       2.103769801878e+00 
       3.323962844552e+00       1.184306142011e+00 
       4.184621292866e+00       6.620113675063e-01 
       5.268126084323e+00       3.676877250106e-01 
       6.632177800090e+00       2.030245734892e-01 
       8.349417168071e+00       1.115034849741e-01 
       1.051129344656e+01       6.093783855438e-02 
