# Matter power spectrum P(k) at redshift z=0.5
# for k=9.86568e-06 to 12.4336 h/Mpc,
# number of wavenumbers equal to 123
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       9.865679077778e-06       3.641160372864e+01 
       1.242015409562e-05       4.541915507984e+01 
       1.563604760938e-05       5.665497008544e+01 
       1.968461767547e-05       7.067014727344e+01 
       2.478146541310e-05       8.815215607947e+01 
       3.119801655005e-05       1.099583181240e+02 
       3.927597583243e-05       1.371577643043e+02 
       4.944552404846e-05       1.710835357756e+02 
       6.224822672409e-05       2.133973016926e+02 
       7.836587446208e-05       2.661695582480e+02 
       9.865679077778e-05       3.319785809133e+02 
       1.242015409562e-04       4.140317747953e+02 
       1.563604760938e-04       5.163130189003e+02 
       1.968461767547e-04       6.437587233901e+02 
       2.478146541310e-04       8.024629564965e+02 
       3.119801655005e-04       9.999069496077e+02 
       3.927597583243e-04       1.245199581925e+03 
       4.944552404846e-04       1.549303313221e+03 
       6.224822672409e-04       1.925207556890e+03 
       7.836587446208e-04       2.388001171082e+03 
       9.865679077778e-04       2.954765563979e+03 
       1.242015409562e-03       3.644090908724e+03 
       1.563604760938e-03       4.474802469982e+03 
       1.968461767547e-03       5.463821536224e+03 
       2.478146541310e-03       6.622724904686e+03 
       3.119801655005e-03       7.952752262246e+03 
       3.927597583243e-03       9.438559791407e+03 
       4.944552404846e-03       1.104012128001e+04 
       6.224822672409e-03       1.265675009824e+04 
       7.836587446208e-03       1.421622757207e+04 
       9.865679077778e-03       1.553264036315e+04 
       1.242015409562e-02       1.638899823935e+04 
       1.563604760937e-02       1.653334105750e+04 
       1.968461759066e-02       1.573790764412e+04 
       2.478138990624e-02       1.393403469880e+04 
       3.118614415190e-02       1.141516242899e+04 
       3.883333130520e-02       8.993214324441e+03 
       4.550696062351e-02       7.630472330492e+03 
       5.031188075592e-02       6.999379478907e+03 
       5.423753562472e-02       6.623179194894e+03 
       5.772540692739e-02       6.345963440517e+03 
       6.096920894657e-02       6.105088998237e+03 
       6.407018263942e-02       5.870681196601e+03 
       6.708848642782e-02       5.627451977593e+03 
       7.006336901134e-02       5.368603152689e+03 
       7.302234342906e-02       5.092728179513e+03 
       7.598584582025e-02       4.803383998750e+03 
       7.896980827104e-02       4.506702035292e+03 
       8.198717590097e-02       4.210566225592e+03 
       8.504884952157e-02       3.923713485452e+03 
       8.816429687622e-02       3.654631648350e+03 
       9.134196313690e-02       3.410450830247e+03 
       9.458955470153e-02       3.196414547002e+03 
       9.791424014040e-02       3.015061301137e+03 
       1.013227952617e-01       2.866591303312e+03 
       1.048217094434e-01       2.747958472278e+03 
       1.084172644645e-01       2.653926702355e+03 
       1.121155933991e-01       2.576922303599e+03 
       1.159227248097e-01       2.507830962324e+03 
       1.198446159638e-01       2.437284976805e+03 
       1.238871778070e-01       2.356763777602e+03 
       1.280562937673e-01       2.260759860690e+03 
       1.323578340273e-01       2.147640829070e+03 
       1.367976666061e-01       2.020564213221e+03 
       1.413816664054e-01       1.886613679388e+03 
       1.461157232462e-01       1.755248736387e+03 
       1.510057498429e-01       1.635693614138e+03 
       1.560576906135e-01       1.534716775101e+03 
       1.612775321924e-01       1.455058876842e+03 
       1.666713164921e-01       1.394848281423e+03 
       1.722451571480e-01       1.347880252532e+03 
       1.780052601714e-01       1.305807261020e+03 
       1.839579496305e-01       1.260072681735e+03 
       1.901096991836e-01       1.204309028706e+03 
       1.964671702965e-01       1.138101077135e+03 
       2.030372580110e-01       1.066691358677e+03 
       2.098271451792e-01       9.980571966786e+02 
       2.168443661735e-01       9.386505393999e+02 
       2.240968812159e-01       8.911863957996e+02 
       2.315931626762e-01       8.542115039216e+02 
       2.393422949701e-01       8.224321310678e+02 
       2.473540900859e-01       7.893928967751e+02 
       2.556392212935e-01       7.517410093517e+02 
       2.642093783016e-01       7.105943894954e+02 
       2.730774480609e-01       6.702710857632e+02 
       2.822577266532e-01       6.352482763367e+02 
       2.917661693428e-01       6.064939481121e+02 
       3.016206880520e-01       5.813192417517e+02 
       3.118415084497e-01       5.562488320730e+02 
       3.224516028082e-01       5.295046241959e+02 
       3.334772202249e-01       5.025685702557e+02 
       3.449485433559e-01       4.778810071301e+02 
       3.569005114546e-01       4.562892299785e+02 
       3.693738647393e-01       4.362932148182e+02 
       3.824164872942e-01       4.162376111601e+02 
       3.960851585871e-01       3.962436365447e+02 
       4.104478734374e-01       3.774163173846e+02 
       4.255869671946e-01       3.600141715431e+02 
       4.416034047652e-01       3.433181079743e+02 
       4.586227904770e-01       3.267801222117e+02 
       4.768039883784e-01       3.108187314658e+02 
       4.963518193746e-01       2.956228165150e+02 
       5.175363404844e-01       2.806567938295e+02 
       5.407231646569e-01       2.659185370856e+02 
       5.664231350971e-01       2.514282549155e+02 
       5.953777125397e-01       2.368854455095e+02 
       6.287143012287e-01       2.221804376021e+02 
       6.682482372544e-01       2.069932249404e+02 
       7.171163799240e-01       1.909312659668e+02 
       7.812147192158e-01       1.733324119233e+02 
       8.726007761742e-01       1.531761101167e+02 
       1.016126973782e+00       1.293050621055e+02 
       1.246153244974e+00       1.027485639940e+02 
       1.565360586968e+00       7.864335230702e+01 
       1.970597699036e+00       5.897045185173e+01 
       2.480835198487e+00       4.317628859742e+01 
       3.123186473647e+00       3.073389069804e+01 
       3.931858817445e+00       2.121343997765e+01 
       4.949916980869e+00       1.419597248514e+01 
       6.231576273488e+00       9.232444876177e+00 
       7.845089726227e+00       5.857676761264e+00 
       9.876382814153e+00       3.640903708271e+00 
       1.243362930134e+01       2.225920540976e+00 
