# Matter power spectrum P(k) at redshift z=1.5
# for k=1.04159e-05 to 10.4265 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.041587361446e-05       1.325957002901e+01 
       1.311280797928e-05       1.653974457085e+01 
       1.650804718510e-05       2.063135952495e+01 
       2.078240010041e-05       2.573512942782e+01 
       2.616349160449e-05       3.210139764234e+01 
       3.293788444215e-05       4.004239973303e+01 
       4.146633973496e-05       4.994753304514e+01 
       5.220302882643e-05       6.230235061902e+01 
       6.571971956222e-05       7.771220082543e+01 
       8.273622501287e-05       9.693153551334e+01 
       1.041587361446e-04       1.209001721309e+02 
       1.311280797928e-04       1.507879073769e+02 
       1.650804718510e-04       1.880490017510e+02 
       2.078240010041e-04       2.344878441090e+02 
       2.616349160449e-04       2.923365089241e+02 
       3.293788444215e-04       3.643433507060e+02 
       4.146633973496e-04       4.538687842450e+02 
       5.220302882643e-04       5.649794573750e+02 
       6.571971956222e-04       7.025255909106e+02 
       8.273622501287e-04       8.721806942215e+02 
       1.041587361446e-03       1.080420127220e+03 
       1.311280797928e-03       1.334401464508e+03 
       1.650804718510e-03       1.641635031926e+03 
       2.078240010041e-03       2.009255384579e+03 
       2.616349160449e-03       2.442875803047e+03 
       3.293788444215e-03       2.944841589468e+03 
       4.146633973496e-03       3.511927710121e+03 
       5.220302882643e-03       4.132297672687e+03 
       6.571971956222e-03       4.775796914158e+03 
       8.273622501287e-03       5.412326073040e+03 
       1.041587361446e-02       5.978004110530e+03 
       1.311280797928e-02       6.393018693518e+03 
       1.650804718505e-02       6.561376460929e+03 
       2.078239986800e-02       6.391485289266e+03 
       2.616332937559e-02       5.843949452202e+03 
       3.291696061294e-02       5.005363471884e+03 
       4.081316580831e-02       4.163619769797e+03 
       4.735448498113e-02       3.671906335852e+03 
       5.212054403331e-02       3.413469757894e+03 
       5.606942195691e-02       3.241130622881e+03 
       5.960401324213e-02       3.104548216504e+03 
       6.290540321774e-02       2.982473081895e+03 
       6.607005022284e-02       2.864659960668e+03 
       6.915605546274e-02       2.745594338517e+03 
       7.220171462149e-02       2.622985740164e+03 
       7.523409067184e-02       2.496474179848e+03 
       7.827342002892e-02       2.367127515098e+03 
       8.133556862342e-02       2.237008151537e+03 
       8.443349084174e-02       2.108779724791e+03 
       8.757814147125e-02       1.985344726728e+03 
       9.077906992156e-02       1.869469740667e+03 
       9.404482090636e-02       1.763498926931e+03 
       9.738321238060e-02       1.669030150001e+03 
       1.008015328751e-01       1.586807187324e+03 
       1.043066842653e-01       1.516528986824e+03 
       1.079052865946e-01       1.456906269547e+03 
       1.116037558793e-01       1.405708091106e+03 
       1.154083622794e-01       1.359977692509e+03 
       1.193252737636e-01       1.316369792805e+03 
       1.233605889313e-01       1.271557947652e+03 
       1.275203616913e-01       1.222933064090e+03 
       1.318106198524e-01       1.168913866407e+03 
       1.362373792608e-01       1.109546006902e+03 
       1.408066548283e-01       1.046524316300e+03 
       1.455244696144e-01       9.826838255420e+02 
       1.503968630026e-01       9.214517238771e+02 
       1.554298989328e-01       8.659712948171e+02 
       1.606296751061e-01       8.182642917360e+02 
       1.660023340469e-01       7.787391739426e+02 
       1.715540768882e-01       7.461361661086e+02 
       1.772911807326e-01       7.177021433087e+02 
       1.832200204351e-01       6.901784576111e+02 
       1.893470956476e-01       6.608333802927e+02 
       1.956790639694e-01       6.280504091126e+02 
       2.022227810611e-01       5.923746020248e+02 
       2.089853486148e-01       5.562210787912e+02 
       2.159741711273e-01       5.225571724184e+02 
       2.231970225282e-01       4.933062008231e+02 
       2.306621238549e-01       4.687383246479e+02 
       2.383782333928e-01       4.476831989157e+02 
       2.463547509955e-01       4.280279835828e+02 
       2.546018387262e-01       4.076942669719e+02 
       2.631305605199e-01       3.860384919117e+02 
       2.719530443209e-01       3.640387877679e+02 
       2.810826711448e-01       3.433253677386e+02 
       2.905342968268e-01       3.251164102344e+02 
       3.003245139654e-01       3.092694370165e+02 
       3.104719638894e-01       2.944887971278e+02 
       3.209977115956e-01       2.796973727952e+02 
       3.319257008362e-01       2.647089595197e+02 
       3.432833123466e-01       2.502603104876e+02 
       3.551020562827e-01       2.370940705135e+02 
       3.674184413557e-01       2.251137379346e+02 
       3.802750795158e-01       2.136854950686e+02 
       3.937221089210e-01       2.023839220413e+02 
       4.078190534297e-01       1.914901610146e+02 
       4.226372907054e-01       1.812902497295e+02 
       4.382633845489e-01       1.716821404423e+02 
       4.548036698410e-01       1.624081472271e+02 
       4.723906953337e-01       1.533949110832e+02 
       4.911924946763e-01       1.447822066930e+02 
       5.114262921984e-01       1.365207344919e+02 
       5.333794017105e-01       1.284426786880e+02 
       5.574422547356e-01       1.205803470134e+02 
       5.841628232499e-01       1.128684802429e+02 
       6.143408028343e-01       1.052086089876e+02 
       6.492003083206e-01       9.753250374634e+01 
       6.907287619447e-01       8.969777375937e+01 
       7.423952273166e-01       8.152072056963e+01 
       8.107949914386e-01       7.271450791418e+01 
       9.095297199587e-01       6.287262716105e+01 
       1.066187516666e+00       5.169743857937e+01 
       1.314511586872e+00       4.017355248669e+01 
       1.652516245714e+00       3.051019413548e+01 
       2.080352928012e+00       2.295964969800e+01 
       2.619009023074e+00       1.702176406012e+01 
       3.297137012798e+00       1.235792949371e+01 
       4.150849571579e+00       8.745706489077e+00 
       5.225610006195e+00       6.014222473469e+00 
       6.578653228925e+00       4.012872855658e+00 
       8.282033725275e+00       2.599908896349e+00 
       1.042646271809e+01       1.640515979952e+00 
