# Matter power spectrum P(k) at redshift z=2
# for k=1.69704e-07 to 10.7224 h/Mpc,
# number of wavenumbers equal to 140
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.697036106134e-07       4.344630164883e-01 
       2.136441878744e-07       5.428787129958e-01 
       2.689620971973e-07       6.783484109449e-01 
       3.386032189711e-07       8.476231529093e-01 
       4.262761968780e-07       1.059138632596e+00 
       5.366499366927e-07       1.323435582045e+00 
       6.756022425401e-07       1.653685060743e+00 
       8.505328313989e-07       2.066344824635e+00 
       1.070757395013e-06       2.581979483321e+00 
       1.348003694449e-06       3.226285315245e+00 
       1.697036106134e-06       4.031370808440e+00 
       2.136441878744e-06       5.037356732228e+00 
       2.689620971973e-06       6.294375466364e+00 
       3.386032189711e-06       7.865069183990e+00 
       4.262761968780e-06       9.827711328813e+00 
       5.366499366927e-06       1.228010681726e+01 
       6.756022425401e-06       1.534446507902e+01 
       8.505328313989e-06       1.917348831059e+01 
       1.070757395013e-05       2.395797735821e+01 
       1.348003694449e-05       2.993633240331e+01 
       1.697036106134e-05       3.740641810349e+01 
       2.136441878744e-05       4.674037705340e+01 
       2.689620971973e-05       5.840311503460e+01 
       3.386032189711e-05       7.297535009129e+01 
       4.262761968780e-05       9.118231633804e+01 
       5.366499366927e-05       1.139294392378e+02 
       6.756022425402e-05       1.423465355328e+02 
       8.505328313989e-05       1.778422995087e+02 
       1.070757395013e-04       2.221709272304e+02 
       1.348003694449e-04       2.775125204934e+02 
       1.697036106134e-04       3.465680506582e+02 
       2.136441878744e-04       4.326675214938e+02 
       2.689620971973e-04       5.398855388427e+02 
       3.386032189711e-04       6.731504692799e+02 
       4.262761968780e-04       8.383209405111e+02 
       5.366499366927e-04       1.042188742433e+03 
       6.756022425402e-04       1.292359129119e+03 
       8.505328313989e-04       1.596969882562e+03 
       1.070757395013e-03       1.964214049025e+03 
       1.348003694449e-03       2.401505633808e+03 
       1.697036106134e-03       2.913889862766e+03 
       2.136441878744e-03       3.501645929579e+03 
       2.689620971973e-03       4.157608556956e+03 
       3.386032189711e-03       4.864126164764e+03 
       4.262761968780e-03       5.589600869871e+03 
       5.366499366927e-03       6.285837705791e+03 
       6.756022425402e-03       6.886351268146e+03 
       8.505328313989e-03       7.306261781836e+03 
       1.070757395013e-02       7.445340004204e+03 
       1.348003694449e-02       7.199306349518e+03 
       1.697036105276e-02       6.491089149330e+03 
       2.136440571054e-02       5.336970042971e+03 
       2.689302161669e-02       3.935397651580e+03 
       3.368707355451e-02       2.694724142583e+03 
       4.033016426091e-02       2.036794552274e+03 
       4.509813061431e-02       1.806950514079e+03 
       4.886537071752e-02       1.709812550138e+03 
       5.215357383179e-02       1.655404641767e+03 
       5.518104221068e-02       1.611929320468e+03 
