# Matter power spectrum P(k) at redshift z=1
# for k=2.29735e-07 to 11.5262 h/Mpc,
# number of wavenumbers equal to 139
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       2.297351482275e-07       3.238878428430e-01 
       2.892194160859e-07       4.040123554184e-01 
       3.641056724948e-07       5.039583512838e-01 
       4.583818836821e-07       6.286293385226e-01 
       5.770686016735e-07       7.841418720073e-01 
       7.264863269953e-07       9.781256411332e-01 
       9.145920983754e-07       1.220097793997e+00 
       1.151403234071e-06       1.521929862915e+00 
       1.449530790594e-06       1.898430198834e+00 
       1.824851147457e-06       2.368070489623e+00 
       2.297351482275e-06       2.953892003725e+00 
       2.892194160859e-06       3.684636018970e+00 
       3.641056724948e-06       4.596153891489e+00 
       4.583818836821e-06       5.733165931864e+00 
       5.770686016735e-06       7.151455360614e+00 
       7.264863269953e-06       8.920604935387e+00 
       9.145920983754e-06       1.112741042514e+01 
       1.151403234071e-05       1.388013821997e+01 
       1.449530790594e-05       1.731383562470e+01 
       1.824851147457e-05       2.159695365463e+01 
       2.297351482275e-05       2.693960591520e+01 
       2.892194160859e-05       3.360386604666e+01 
       3.641056724948e-05       4.191660360739e+01 
       4.583818836821e-05       5.228547762395e+01 
       5.770686016735e-05       6.521885170741e+01 
       7.264863269953e-05       8.135056679391e+01 
       9.145920983754e-05       1.014707064714e+02 
       1.151403234071e-04       1.265637060831e+02 
       1.449530790594e-04       1.578553668487e+02 
       1.824851147457e-04       1.968704831856e+02 
       2.297351482275e-04       2.455027637765e+02 
       2.892194160859e-04       3.060983184264e+02 
       3.641056724948e-04       3.815528599014e+02 
       4.583818836821e-04       4.754204961420e+02 
       5.770686016735e-04       5.920282472039e+02 
       7.264863269953e-04       7.365855793977e+02 
       9.145920983754e-04       9.152736049740e+02 
       1.151403234071e-03       1.135292673723e+03 
       1.449530790594e-03       1.404823371070e+03 
       1.824851147457e-03       1.732789785115e+03 
       2.297351482275e-03       2.128271701068e+03 
