# Matter power spectrum P(k) at redshift z=0.5
# for k=1.04907e-05 to 10.5014 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.049070096267e-05       4.057578049732e+01 
       1.320701002944e-05       5.041458897938e+01 
       1.662664053989e-05       6.263903211527e+01 
       2.093170028843e-05       7.782755992242e+01 
       2.635144940517e-05       9.669873566547e+01 
       3.317450929377e-05       1.201452590058e+02 
       4.176423277373e-05       1.492760186283e+02 
       5.257805394294e-05       1.854682633796e+02 
       6.619184821145e-05       2.304321526385e+02 
       8.333059976702e-05       2.862904816445e+02 
       1.049070096267e-04       3.556767732234e+02 
       1.320701002944e-04       4.418552723484e+02 
       1.662664053989e-04       5.488664482533e+02 
       2.093170028843e-04       6.817008765957e+02 
       2.635144940517e-04       8.465024113761e+02 
       3.317450929377e-04       1.050797201323e+03 
       4.176423277373e-04       1.303737570290e+03 
       5.257805394294e-04       1.616339004602e+03 
       6.619184821145e-04       2.001677099462e+03 
       8.333059976702e-04       2.475000759358e+03 
       1.049070096267e-03       3.053689228090e+03 
       1.320701002944e-03       3.756873174661e+03 
       1.662664053989e-03       4.604317004811e+03 
       2.093170028843e-03       5.614559007012e+03 
       2.635144940517e-03       6.801727192279e+03 
       3.317450929377e-03       8.170791760893e+03 
       4.176423277373e-03       9.711401662410e+03 
       5.257805394294e-03       1.138964541413e+04 
       6.619184821145e-03       1.313791686193e+04 
       8.333059976702e-03       1.484703877873e+04 
       1.049070096267e-02       1.635205866627e+04 
       1.320701002944e-02       1.743366496748e+04 
       1.662664053986e-02       1.782562586116e+04 
       2.093170009789e-02       1.727381345218e+04 
       2.635130920348e-02       1.567050421203e+04 
       3.315563348154e-02       1.326154272326e+04 
       4.115157380763e-02       1.086022192478e+04 
       4.784925191411e-02       9.471875371372e+03 
       5.271460063688e-02       8.767325737353e+03 
       5.673376449429e-02       8.313379290688e+03 
       6.032560480393e-02       7.962364446647e+03 
       6.367738997632e-02       7.653018570610e+03 
       6.688846392493e-02       7.354159672733e+03 
       7.001849067139e-02       7.049640497917e+03 
       7.310670916915e-02       6.732370857598e+03 
       7.618080038695e-02       6.400295727199e+03 
       7.926143286374e-02       6.056439370278e+03 
       8.236479139086e-02       5.706246562208e+03 
       8.550407668587e-02       5.357688662731e+03 
       8.869044158863e-02       5.019650891826e+03 
       9.193360043755e-02       4.700401785889e+03 
       9.524223961042e-02       4.407589446591e+03 
       9.862430209426e-02       4.146907551481e+03 
       1.020871894096e-01       3.921266150805e+03 
       1.056379076311e-01       3.730842080131e+03 
       1.092831745594e-01       3.572822218135e+03 
       1.130294992493e-01       3.441263274838e+03 
       1.168832414596e-01       3.328160109959e+03 
       1.208506562745e-01       3.223592142896e+03 
       1.249379276451e-01       3.117522575227e+03 
       1.291511936071e-01       3.000796837307e+03 
       1.334965652770e-01       2.867685323269e+03 
       1.379801412903e-01       2.716662906978e+03 
       1.426080190527e-01       2.551456552229e+03 
       1.473863039884e-01       2.379987767430e+03 
       1.523211178401e-01       2.212590697392e+03 
       1.574186070002e-01       2.059417314447e+03 
       1.626849518022e-01       1.928016941735e+03 
       1.681263776695e-01       1.821305453028e+03 
       1.737491690001e-01       1.736783244339e+03 
       1.795596866532e-01       1.667273576097e+03 
       1.855643898927e-01       1.602857690137e+03 
       1.917698636422e-01       1.534094276722e+03 
       1.981828519038e-01       1.454091776494e+03 
       2.048102982138e-01       1.362715352067e+03 
       2.116593940331e-01       1.266588604708e+03 
       2.187376360370e-01       1.175048393423e+03 
       2.260528933601e-01       1.095433855610e+03 
       2.336134860059e-01       1.030507617172e+03 
       2.414282758466e-01       9.780361940505e+02 
       2.495067719450e-01       9.314326168011e+02 
       2.578592523525e-01       8.831138797627e+02 
       2.664969051037e-01       8.295891661883e+02 
       2.754319918837e-01       7.726009160190e+02 
       2.846780388456e-01       7.176200260968e+02 
       2.942500603784e-01       6.698835280462e+02 
       3.041648233785e-01       6.300924022395e+02 
       3.144411619124e-01       5.946318359628e+02 
       3.251003552940e-01       5.592329244799e+02 
       3.361665868505e-01       5.220091127812e+02 
       3.476675064906e-01       4.851795255389e+02 
       3.596349283009e-01       4.517749078274e+02 
       3.721057058568e-01       4.225195572495e+02 
       3.851228443516e-01       3.953075122706e+02 
       3.987369326004e-01       3.681294860396e+02 
       4.130080135528e-01       3.413943953654e+02 
       4.280080658909e-01       3.166007084173e+02 
       4.438243528945e-01       2.938382396244e+02 
       4.605640275539e-01       2.721287722220e+02 
       4.783605996542e-01       2.508814930200e+02 
       4.973832351585e-01       2.307417780331e+02 
       5.178504927926e-01       2.118479818721e+02 
       5.400512503036e-01       1.935008544804e+02 
       5.643777403166e-01       1.758305852996e+02 
       5.913799167315e-01       1.588529965093e+02 
       6.218594001039e-01       1.422387050193e+02 
       6.570414345585e-01       1.259827807533e+02 
       6.989116361210e-01       1.098019612051e+02 
       7.509281862497e-01       9.348866229287e+01 
       8.196492253256e-01       7.669930503478e+01 
       9.185761871495e-01       5.911498692980e+01 
       1.075205758626e+00       4.105209018667e+01 
       1.324159152430e+00       2.514110112610e+01 
       1.664400815804e+00       1.453347590342e+01 
       2.095308042487e+00       8.294173661137e+00 
       2.637836365226e+00       4.694075258327e+00 
       3.320839232249e+00       2.636551180531e+00 
       4.180688897961e+00       1.470874002183e+00 
       5.263175492449e+00       8.154698423340e-01 
       6.625945374177e+00       4.495654595512e-01 
       8.341571008711e+00       2.465358000729e-01 
       1.050141571715e+01       1.345588927815e-01 
