# Matter power spectrum P(k) at redshift z=2.5
# for k=1.03762e-05 to 10.3891 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.037620984750e-05       6.563249482368e+00 
       1.306287425513e-05       8.186881858514e+00 
       1.644518435085e-05       1.021216674525e+01 
       2.070326048093e-05       1.273846012518e+01 
       2.606386072644e-05       1.588968820108e+01 
       3.281245659797e-05       1.982042303326e+01 
       4.130843543458e-05       2.472344763094e+01 
       5.200423909006e-05       3.083918287887e+01 
       6.546945811149e-05       3.846742294116e+01 
       8.242116451295e-05       4.798191856604e+01 
       1.037620984750e-04       5.984847496681e+01 
       1.306287425513e-04       7.464732895365e+01 
       1.644518435085e-04       9.310068374453e+01 
       2.070326048093e-04       1.161063169390e+02 
       2.606386072644e-04       1.447780793155e+02 
       3.281245659797e-04       1.804937098490e+02 
       4.130843543458e-04       2.249494671469e+02 
       5.200423909006e-04       2.802193169490e+02 
       6.546945811149e-04       3.488136476908e+02 
       8.242116451295e-04       4.337291449798e+02 
       1.037620984750e-03       5.384788910035e+02 
       1.306287425513e-03       6.670608039765e+02 
       1.644518435085e-03       8.239419600355e+02 
       2.070326048093e-03       1.013834870577e+03 
       2.606386072644e-03       1.241222587739e+03 
       3.281245659797e-03       1.509644991552e+03 
       4.130843543458e-03       1.820612802084e+03 
       5.200423909006e-03       2.169904120175e+03 
       6.546945811149e-03       2.552541487047e+03 
       8.242116451295e-03       2.950204288669e+03 
       1.037620984750e-02       3.333479143472e+03 
       1.306287425513e-02       3.657995200746e+03 
       1.644518435032e-02       3.864230266137e+03 
       2.070325888334e-02       3.887364646782e+03 
       2.606318503437e-02       3.686230339239e+03 
       3.275453905018e-02       3.294618478284e+03 
       4.008123415237e-02       2.888965992205e+03 
       4.561967939391e-02       2.653325999687e+03 
       4.980345329702e-02       2.514517480202e+03 
       5.336320295152e-02       2.415198015471e+03 
       5.659505676284e-02       2.333609821967e+03 
       5.963913513665e-02       2.259502720485e+03 
       6.257298758110e-02       2.187291537991e+03 
       6.544463111174e-02       2.113800034058e+03 
       6.828638439859e-02       2.037367808328e+03 
       7.112147196672e-02       1.957457562559e+03 
       7.396750306505e-02       1.874394766302e+03 
       7.683844825116e-02       1.789190196137e+03 
       7.974583149670e-02       1.703361362840e+03 
       8.269948459022e-02       1.618730178648e+03 
       8.570804371294e-02       1.537220927971e+03 
       8.877928709718e-02       1.460644049619e+03 
       9.192037087197e-02       1.390472126471e+03 
       9.513799745916e-02       1.327706427006e+03 
       9.843853795163e-02       1.272703894067e+03 
       1.018281222704e-01       1.225131956474e+03 
       1.053127062413e-01       1.183944645017e+03 
       1.088981218157e-01       1.147455674069e+03 
       1.125901147910e-01       1.113501564180e+03 
       1.163943731661e-01       1.079716243996e+03 
       1.203165484664e-01       1.043907273335e+03 
       1.243622718334e-01       1.004487040543e+03 
       1.285371663192e-01       9.608294114050e+02 
       1.328468565909e-01       9.134688268428e+02 
       1.372969770938e-01       8.640404835738e+02 
       1.418931796216e-01       8.149301342475e+02 
       1.466411411807e-01       7.687376924750e+02 
       1.515465729943e-01       7.275908196413e+02 
       1.566152314681e-01       6.925819154627e+02 
       1.618529319241e-01       6.634739678092e+02 
       1.672655658969e-01       6.387496924140e+02 
       1.728591227805e-01       6.161131011536e+02 
       1.786397166127e-01       5.927130300222e+02 
       1.846136187882e-01       5.666107934257e+02 
       1.907872975082e-01       5.375314207665e+02 
       1.971674648130e-01       5.068793641165e+02 
       2.037611321063e-01       4.769610714038e+02 
       2.105756751841e-01       4.500022102715e+02 
       2.176189099359e-01       4.272272053657e+02 
       2.248991801094e-01       4.082819644953e+02 
       2.324254588427e-01       3.913552095608e+02 
       2.402074660937e-01       3.743062975802e+02 
       2.482558046672e-01       3.558072237311e+02 
       2.565821183004e-01       3.360745523495e+02 
       2.651992762732e-01       3.167202648925e+02 
       2.741215903364e-01       2.994309691192e+02 
       2.833650715168e-01       2.846656544544e+02 
       2.929477367084e-01       2.715395427397e+02 
       3.028899781305e-01       2.585441684336e+02 
       3.132150130459e-01       2.449438155732e+02 
       3.239494370749e-01       2.312727134192e+02 
       3.351239127438e-01       2.186230401222e+02 
       3.467740366741e-01       2.074300247147e+02 
       3.589414457812e-01       1.970329740540e+02 
       3.716752477175e-01       1.866372840456e+02 
       3.850338979630e-01       1.762459312018e+02 
       3.990877026856e-01       1.664542085341e+02 
       4.139222150351e-01       1.574579817246e+02 
       4.296429343079e-01       1.487971379316e+02 
       4.463819508572e-01       1.401925395631e+02 
       4.643075762535e-01       1.319472969517e+02 
       4.836386962679e-01       1.241340090099e+02 
       5.046668627354e-01       1.164317556505e+02 
       5.277915900742e-01       1.088925989368e+02 
       5.535792635699e-01       1.015382323155e+02 
       5.828666319448e-01       9.418590104082e+01 
       6.169539698728e-01       8.682527981813e+01 
       6.579920008251e-01       7.928220569787e+01 
       7.098204434993e-01       7.139113967613e+01 
       7.799209080466e-01       6.286923586703e+01 
       8.839303043436e-01       5.336925395370e+01 
       1.051705195005e+00       4.287937327707e+01 
       1.308579561818e+00       3.290397999552e+01 
       1.646564126365e+00       2.504486201495e+01 
       2.072891730002e+00       1.899557287821e+01 
       2.609616054787e+00       1.424639849387e+01 
       3.285311966392e+00       1.049047340401e+01 
       4.135962720162e+00       7.542199967835e+00 
       5.206868570645e+00       5.272888351261e+00 
       6.555059159458e+00       3.575810088207e+00 
       8.252330551656e+00       2.351406669582e+00 
       1.038906863800e+01       1.502616530302e+00 
