# Matter power spectrum P(k) at redshift z=0.5
# for k=1.1601e-05 to 11.6147 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.160103351996e-05       2.131469616938e+01 
       1.460483590135e-05       2.658755269302e+01 
       1.838639905129e-05       3.316478647586e+01 
       2.314710499706e-05       4.136903163332e+01 
       2.914047869026e-05       5.160270562534e+01 
       3.668568913502e-05       6.436767553562e+01 
       4.618454630126e-05       8.028981157221e+01 
       5.814289897084e-05       1.001494998717e+02 
       7.319757302977e-05       1.249195233120e+02 
       9.215028476884e-05       1.558120642390e+02 
       1.160103351996e-04       1.943366964655e+02 
       1.460483590135e-04       2.423715664141e+02 
       1.838639905129e-04       3.022499122746e+02 
       2.314710499706e-04       3.768636473040e+02 
       2.914047869026e-04       4.697844150055e+02 
       3.668568913502e-04       5.853996994172e+02 
       4.618454630126e-04       7.290566554895e+02 
       5.814289897084e-04       9.071992770906e+02 
       7.319757302977e-04       1.127477072251e+03 
       9.215028476884e-04       1.398797132801e+03 
       1.160103351996e-03       1.731274896096e+03 
       1.460483590135e-03       2.135972386409e+03 
       1.838639905129e-03       2.624212981191e+03 
       2.314710499706e-03       3.206314602126e+03 
       2.914047869026e-03       3.889647940126e+03 
       3.668568913502e-03       4.675844490819e+03 
       4.618454630126e-03       5.557128754883e+03 
       5.814289897084e-03       6.511846315050e+03 
       7.319757302977e-03       7.479404235976e+03 
       9.215028476884e-03       8.428384879894e+03 
       1.160103351996e-02       9.253668198979e+03 
       1.460483590135e-02       9.839410008727e+03 
       1.838639905129e-02       1.005093967491e+04 
       2.314710494485e-02       9.763780126709e+03 
       2.914042394559e-02       8.925693537907e+03 
       3.667585332448e-02       7.649967146737e+03 
       4.577248481284e-02       6.306645043555e+03 
       5.399859284269e-02       5.443850321407e+03 
       5.989327783201e-02       5.001669467832e+03 
       6.466215071573e-02       4.713877373559e+03 
       6.887727306417e-02       4.488511033770e+03 
       7.278579801066e-02       4.289832574340e+03 
       7.651523173075e-02       4.101362734631e+03 
       8.014064290032e-02       3.914979928448e+03 
       8.371067126306e-02       3.727297942869e+03 
       8.725922809508e-02       3.537910279334e+03 
       9.081138974191e-02       3.348182763347e+03 
       9.438663203619e-02       3.160995989972e+03 
       9.800072805211e-02       2.979606745697e+03 
       1.016669225884e-01       2.807530723834e+03 
       1.053966912366e-01       2.647881417815e+03 
       1.092002487782e-01       2.503149513760e+03 
       1.130868998806e-01       2.374643535069e+03 
       1.170652869573e-01       2.262642450471e+03 
       1.211435688381e-01       2.166015022864e+03 
       1.253295515855e-01       2.082475771241e+03 
       1.296307853985e-01       2.008751479457e+03 
       1.340546369719e-01       1.940790817008e+03 
       1.386083437797e-01       1.874472602601e+03 
       1.432990548727e-01       1.805941748538e+03 
       1.481338615515e-01       1.732573616742e+03 
       1.531198204556e-01       1.653260853078e+03 
       1.582639710679e-01       1.568919212828e+03 
       1.635733492699e-01       1.482054347547e+03 
       1.690549983446e-01       1.396528345166e+03 
       1.747159786703e-01       1.316260451472e+03 
       1.805633772457e-01       1.244447721852e+03 
       1.866043181295e-01       1.182628584468e+03 
       1.928459748342e-01       1.130437768667e+03 
       1.992955856910e-01       1.085625149106e+03 
       2.059604731885e-01       1.044666304523e+03 
       2.128480682734e-01       1.003894046687e+03 
       2.199659405975e-01       9.606192047391e+02 
       2.273218356981e-01       9.141582409696e+02 
       2.349237201084e-01       8.659205654419e+02 
       2.427798354317e-01       8.187314777925e+02 
       2.508987624720e-01       7.756368456722e+02 
       2.592894966174e-01       7.381181024492e+02 
       2.679615358350e-01       7.055970683776e+02 
       2.769249828668e-01       6.761172448833e+02 
       2.861906635538e-01       6.476734651407e+02 
       2.957702636711e-01       6.187836823402e+02 
       3.056764872790e-01       5.892309545947e+02 
       3.159232404208e-01       5.603077012666e+02 
       3.265258450975e-01       5.335768054892e+02 
       3.375012898970e-01       5.095586281756e+02 
       3.488685255780e-01       4.877660955101e+02 
       3.606488164603e-01       4.669375194102e+02 
       3.728661618993e-01       4.462616728227e+02 
       3.855478067571e-01       4.260379309857e+02 
       3.987248661284e-01       4.068361368448e+02 
       4.124330983861e-01       3.890879080537e+02 
       4.267138730017e-01       3.724504182370e+02 
       4.416153973064e-01       3.563955540379e+02 
       4.571942921062e-01       3.407615644435e+02 
       4.735176441726e-01       3.258296928769e+02 
       4.906657211927e-01       3.116738829651e+02 
       5.087356235917e-01       2.980945713679e+02 
       5.278462880844e-01       2.849342782009e+02 
       5.481454858260e-01       2.722108286391e+02 
       5.698198393750e-01       2.599067827612e+02 
       5.931095420255e-01       2.479364946836e+02 
       6.183306466066e-01       2.361874253308e+02 
       6.459100074647e-01       2.246297483680e+02 
       6.764423159098e-01       2.131453855133e+02 
       7.107877145102e-01       2.016116488128e+02 
       7.502484545249e-01       1.898723785495e+02 
       7.969103009893e-01       1.776890582230e+02 
       8.543540405833e-01       1.647223058750e+02 
       9.292599792833e-01       1.504163651945e+02 
       1.035206794409e+00       1.338783028428e+02 
       1.200388613731e+00       1.139628769743e+02 
       1.466526991063e+00       9.103427022384e+01 
       1.840913096793e+00       6.940432014163e+01 
       2.317441306318e+00       5.145472658523e+01 
       2.917485097497e+00       3.700546166992e+01 
       3.672896127281e+00       2.573385461249e+01 
       4.623902269514e+00       1.730161714448e+01 
       5.821148068744e+00       1.127978485749e+01 
       7.328391229559e+00       7.163647690581e+00 
       9.225897946461e+00       4.453294956321e+00 
       1.161471737142e+01       2.721939878710e+00 
