# Matter power spectrum P(k) at redshift z=2
# for k=1.02381e-05 to 10.2486 h/Mpc,
# number of wavenumbers equal to 122
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.023812222286e-05       7.047427597069e+00 
       1.288903223542e-05       8.790833029042e+00 
       1.622633021460e-05       1.096551562673e+01 
       2.042773944733e-05       1.367815514512e+01 
       2.571700029575e-05       1.706181087027e+01 
       3.237578518744e-05       2.128243412798e+01 
       4.075869869925e-05       2.654698816431e+01 
       5.131216154415e-05       3.311354110025e+01 
       6.459818410202e-05       4.130383735518e+01 
       8.132429552179e-05       5.151886458330e+01 
       1.023812222286e-04       6.425813142277e+01 
       1.288903223542e-04       8.014337947571e+01 
       1.622633021460e-04       9.994753360581e+01 
       2.042773944733e-04       1.246295892147e+02 
       2.571700029575e-04       1.553757875676e+02 
       3.237578518744e-04       1.936465669187e+02 
       4.075869869925e-04       2.412270727225e+02 
       5.131216154415e-04       3.002761055691e+02 
       6.459818410202e-04       3.733643794969e+02 
       8.132429552179e-04       4.634891418343e+02 
       1.023812222286e-03       5.740509473638e+02 
       1.288903223542e-03       7.087762645972e+02 
       1.622633021460e-03       8.715427491477e+02 
       2.042773944733e-03       1.065997551173e+03 
       2.571700029575e-03       1.294886288231e+03 
       3.237578518744e-03       1.559172590884e+03 
       4.075869869925e-03       1.856803481446e+03 
       5.131216154415e-03       2.181181269159e+03 
       6.459818410202e-03       2.517809196786e+03 
       8.132429552179e-03       2.848624447840e+03 
       1.023812222286e-02       3.142321699701e+03 
       1.288903223542e-02       3.359836880133e+03 
       1.622633021453e-02       3.455647069546e+03 
       2.042773910481e-02       3.387811566045e+03 
       2.571678485448e-02       3.139341123964e+03 
       3.235025647592e-02       2.749567193834e+03 
       4.002147057771e-02       2.349367619125e+03 
       4.624245075600e-02       2.103865442915e+03 
       5.080468996012e-02       1.961934118629e+03 
       5.460659610004e-02       1.859685885066e+03 
       5.802008012696e-02       1.774795687147e+03 
       6.121407376152e-02       1.697879051343e+03 
       6.427928924841e-02       1.624415367221e+03 
       6.727068312347e-02       1.552196069851e+03 
       7.022463665647e-02       1.480312896294e+03 
       7.316694924758e-02       1.408721927095e+03 
       7.611696791954e-02       1.337887320601e+03 
       7.908989834081e-02       1.268638249330e+03 
       8.209818194304e-02       1.201954409019e+03 
       8.515235892406e-02       1.138832766737e+03 
       8.826163175951e-02       1.080124998383e+03 
       9.143424583700e-02       1.026449813023e+03 
       9.467775386525e-02       9.780821813550e+02 
       9.799920382351e-02       9.349168083491e+02 
       1.014052750670e-01       8.964531229751e+02 
       1.049023783289e-01       8.618086688491e+02 
       1.084967299834e-01       8.298391803849e+02 
       1.121944075863e-01       7.992526007847e+02 
       1.160013915703e-01       7.687861661811e+02 
       1.199235965881e-01       7.374123221897e+02 
       1.239668950793e-01       7.045259863263e+02 
       1.281371350284e-01       6.701054176284e+02 
       1.324401534809e-01       6.346797906451e+02 
       1.368817871099e-01       5.992664423626e+02 
       1.414678809537e-01       5.651202058226e+02 
       1.462042963282e-01       5.334039948261e+02 
       1.510969188451e-01       5.049190084080e+02 
       1.561516674219e-01       4.798510585148e+02 
       1.613745051418e-01       4.577786770014e+02 
       1.667714528029e-01       4.377620891605e+02 
       1.723486059829e-01       4.185741527177e+02 
       1.781121564407e-01       3.991769434315e+02 
       1.840684186685e-01       3.789967233434e+02 
       1.902238624157e-01       3.581639898614e+02 
       1.965851520168e-01       3.374323920283e+02 
       2.031591933922e-01       3.177576510311e+02 
       2.099531896451e-01       2.999259563223e+02 
       2.169747062815e-01       2.841263360850e+02 
       2.242317472208e-01       2.698436452051e+02 
       2.317328429844e-01       2.563308745506e+02 
       2.394871527512e-01       2.430574110712e+02 
       2.475045823779e-01       2.297955553365e+02 
       2.557959210446e-01       2.166821897513e+02 
       2.643729999224e-01       2.042260552698e+02 
       2.732488772418e-01       1.927971121588e+02 
       2.824380554394e-01       1.823432498743e+02 
       2.919567377739e-01       1.725730164127e+02 
       3.018231340989e-01       1.631178249346e+02 
       3.120578285516e-01       1.538666139691e+02 
       3.226842260980e-01       1.450300680913e+02 
       3.337291006166e-01       1.367435107565e+02 
       3.452232751925e-01       1.290331139074e+02 
       3.572024765933e-01       1.217186299329e+02 
       3.697084221103e-01       1.146738757522e+02 
       3.827902206337e-01       1.079233230796e+02 
       3.965062050722e-01       1.015524653607e+02 
       4.109263667526e-01       9.551333681550e+01 
       4.261356455574e-01       8.973495137140e+01 
       4.422384618858e-01       8.419621662154e+01 
       4.593650929994e-01       7.890434885714e+01 
       4.776808614893e-01       7.383377302939e+01 
       4.973997410788e-01       6.894865795246e+01 
       5.188051418007e-01       6.422387433733e+01 
       5.422828300906e-01       5.964358150998e+01 
       5.683753114860e-01       5.516607454521e+01 
       5.978762268883e-01       5.075710766393e+01 
       6.320040514370e-01       4.636684879798e+01 
       6.727443539322e-01       4.192949414086e+01 
       7.235785440760e-01       3.735532268231e+01 
       7.911585557908e-01       3.251084838619e+01 
       8.892482403136e-01       2.723088237372e+01 
       1.045510430508e+00       2.149010445353e+01 
       1.291752399272e+00       1.599626755489e+01 
       1.624321956575e+00       1.178618937049e+01 
       2.044869318516e+00       8.749065434833e+00 
       2.574337853005e+00       6.505139699375e+00 
       3.240899341651e+00       4.808289699559e+00 
       4.080050538272e+00       3.508529261603e+00 
       5.136479304035e+00       2.512375928145e+00 
       6.466444323005e+00       1.757557194384e+00 
       8.140771082183e+00       1.197591457868e+00 
       1.024862358696e+01       7.936428687384e-01 
