k                         pk_lin                   
1.405753929e-07           0.557093689293           
1.76973934395e-07         0.699194879054           
2.22796983235e-07         0.877542661658           
2.80484783865e-07         1.10138267041            
3.53109422029e-07         1.38231887711            
4.44538424537e-07         1.73491514744            
5.59640719168e-07         2.17745023862            
7.04545922836e-07         2.73286537883            
8.86970766033e-07         3.42995355135            
1.11663003688e-06         4.30485213634            
1.405753929e-06           5.40291628978            
1.76973934395e-06         6.78107017612            
2.22796983235e-06         8.5107579439             
2.80484783865e-06         10.6816474241            
3.53109422029e-06         13.4062785531            
4.44538424537e-06         16.8258974956            
5.59640719168e-06         21.1177789131            
7.04545922836e-06         26.504415966             
8.86970766033e-06         33.2650544638            
1.11663003688e-05         41.7501691               
1.405753929e-05           52.399641698             
1.76973934395e-05         65.7651829398            
2.22796983235e-05         82.5396097494            
2.80484783865e-05         103.59210834             
3.53109422029e-05         130.013239421            
4.44538424537e-05         163.171075801            
5.59640719168e-05         204.78132927             
7.04545922836e-05         256.994734091            
8.86970766033e-05         322.505436862            
0.000111663003688         404.684542429            
0.0001405753929           507.742853534            
0.000176973934395         636.925716951            
0.000222796983235         798.7397451              
0.000280484783865         1001.20452713            
0.000353109422029         1254.11061014            
0.000444538424537         1569.24809063            
0.000559640719168         1960.55254137            
0.000704545922836         2444.10634395            
0.000886970766033         3037.91917691            
0.00111663003688          3761.24098117            
0.001405753929            4633.12789707            
0.00176973934395          5669.56775875            
0.00222796983235          6879.37653703            
0.00280484783865          8258.5585623             
0.00353109422029          9782.56921582            
0.00444538424537          11396.8946014            
0.00559640719168          13007.0455769            
0.00704545922836          14466.5093396            
0.00886970766033          15573.4568077            
0.0111663003688           16077.1578631            
0.014057539152            15727.9615803            
0.0176972938412           14402.0261305            
0.0222664983857           12303.3346821            
0.0276261057202           10172.785255             
0.0320972358691           8938.48029258            
0.0353486664654           8311.79282877            
0.0380375483242           7908.0270489             
0.0404419367093           7595.03680926            
0.0426863879187           7317.20090826            
0.0448370771816           7046.50086773            
0.0469337908441           6768.19586583            
0.0490027162126           6475.47381209            
0.0510623389006           6166.94308918            
0.0531264688871           5845.39678956            
0.0552059251486           5516.53343432            
0.0573095353412           5187.90673823            
0.059444760164            4868.17455591            
0.0616180999199           4565.78849252            
0.0638353685057           4288.11411924            
0.0661018833814           4040.82555291            
0.0684226003971           3826.98075144            
0.0708022113098           3646.84556809            
0.0732452153643           3497.75650775            
0.075755972417            3374.19033375            
0.0783387426488           3268.17794595            
0.080997716374            3170.16162711            
0.083737036447            3070.15907894            
0.086560815109            2959.34590243            
0.0894731466787           2831.91008942            
0.0924781171991           2686.44005278            
0.0955798119589           2526.50907329            
0.0987823216784           2359.97551129            
0.102089748067            2197.09199905            
0.105506209411            2048.026118              
0.109035846804            1920.28481164            
0.112682831636            1816.78299786            
0.116451374919            1735.12609966            
0.120345739028            1668.14883125            
0.124370252436            1606.02562744            
0.128529328019            1539.22330334            
0.132827485489            1460.84879238            
0.137269378549            1370.89973194            
0.141859827378            1275.96537214            
0.146603857074            1185.4710251             
0.151506742786            1106.81571619            
0.156574062326            1042.81816828            
0.161811757234            991.227312112            
0.167226203447            945.339042629            
0.172824293028            897.54288104             
0.178613528775            844.253544175            
0.184602134047            787.365242376            
0.190799180821            732.406579689            
0.197214739865            684.717695621            
0.203860058111            645.034311367            
0.210747769865            609.618018367            
0.217892150616            574.110323701            
0.225309425034            536.655760211            
0.233018144702            499.524673304            
0.241039656574            465.843626723            
0.249398690839            436.341387685            
0.258124107935            408.840951463            
0.267249860561            381.284835284            
0.276816250466            354.140353494            
0.286871596107            328.930201325            
0.297474483527            305.773326502            
0.308696862231            283.630270412            
0.320628393808            261.908314034            
0.333382706675            241.288578001            
0.347106638002            221.917883661            
0.361994317623            203.060465975            
0.378309410807            184.865402945            
0.396421739646            167.343943711            
0.416870599471            150.157082271            
0.440480727225            133.297094787            
0.468589575729            116.469045567            
0.503528374794            99.4484992948            
0.549722153503            81.8634254647            
0.616286737172            63.3588511787            
0.721760229496            44.2479767722            
0.889241103332            27.317757028             
1.11779239804             15.9474612935            
1.40718635459             9.19254501784            
1.77154255131             5.25471588308            
2.23023993587             2.98123810439            
2.80770572966             1.67992245856            
3.53469209192             0.940766097039           
4.44991369738             0.523852495414           
5.60210943392             0.290179864293           
7.05263792602             0.159978485847           
