z=1 k                     pk_nl                    
1.22493385249e-07         2.41379302826            
1.54210035467e-07         3.01092563024            
1.94138932403e-07         3.75577899377            
2.44406435421e-07         4.68489679997            
3.07689472357e-07         5.84386303422            
3.87358095692e-07         7.28953840837            
4.87654950131e-07         9.09285003705            
6.13921208907e-07         11.3422712337            
7.72881010732e-07         14.148162151             
9.72999544703e-07         17.648184224             
1.22493385249e-06         22.0140540573            
1.54210035467e-06         27.4599681127            
1.94138932403e-06         34.2531115255            
2.44406435421e-06         42.7267666284            
3.07689472357e-06         53.2966643092            
3.87358095692e-06         66.4813804234            
4.87654950131e-06         82.9277779442            
6.13921208907e-06         103.44274308             
7.72881010732e-06         129.032772387            
9.72999544703e-06         160.953353072            
1.22493385249e-05         200.770613754            
1.54210035467e-05         250.435861667            
1.94138932403e-05         312.38554588             
2.44406435421e-05         389.656604193            
3.07689472357e-05         486.03544397             
3.87358095692e-05         606.241440978            
4.87654950131e-05         756.154039385            
6.13921208907e-05         943.092605114            
7.72881010732e-05         1176.15856971            
9.72999544703e-05         1466.64888451            
0.000122493385249         1828.54608973            
0.000154210035467         2279.08125188            
0.000194138932403         2839.34737374            
0.000244406435421         3534.90843302            
0.000307689472357         4396.30283523            
0.000387358095692         5459.29194718            
0.000487654950131         6764.68112035            
0.000613921208907         8357.51707593            
0.000772881010732         10285.2013145            
0.000972999544703         12593.3497699            
0.00122493385249          15318.2429658            
0.00154210035467          18476.2987146            
0.00194138932403          22050.001705             
0.00244406435421          25971.1094903            
0.00307689472357          30100.6865161            
0.00387358095692          34175.6222189            
0.00487654950131          37929.1677133            
0.00613921208907          40899.0500881            
0.00772881010732          42563.3270995            
0.00972999544703          42362.1155666            
0.01224933848             39853.2244642            
0.0154209619237           35014.0663788            
0.0194071254392           28650.7214045            
0.0241807568461           22667.6760123            
0.0283841425974           19248.0677275            
0.031406087893            17603.8154415            
0.0338690150048           16568.7521013            
0.036054461135            15768.6171798            
0.0380854718857           15057.2697529            
0.0400261461444           14368.8833821            
0.0419144840196           13671.8195592            
0.0437752347162           12955.3514299            
0.0456257235392           12220.6771974            
0.047478804914            11477.5793259            
0.0493444906535           10741.2636869            
0.0512309088752           10028.2732756            
0.0531448992352           9356.20156887            
0.0550923985727           8740.23473303            
0.0570786997246           8190.94817985            
0.0591086303573           7714.86174597            
0.0611866795312           7311.99654993            
0.0633170890368           6977.12534758            
0.0655039203236           6699.30258173            
0.0677511041088           6463.03493429            
0.0700624774355           6249.75313874            
0.0724418114783           6040.0879749             
0.0748928324426           5816.50144602            
0.0774192372769           5566.91035987            
0.0800247055035           5286.38540471            
0.0827129081945           4979.44608356            
0.0854875149366           4658.77069324            
0.0883521995091           4342.33644536            
0.0913106449161           4048.00576095            
0.0943665483684           3790.57640601            
0.0975236267763           3576.816948              
0.100785623295            3404.50604578            
0.104156315455            3263.36473791            
0.107639525393            3137.12061887            
0.111239132707            3009.05305209            
0.114959090444            2867.12025069            
0.118803444739            2708.17784595            
0.122776358611            2539.18195738            
0.12688214049             2373.39448373            
0.131125278002            2224.51696867            
0.135510477687            2099.04129594            
0.140042711325            1994.17088111            
0.144727269737            1901.63898303            
0.14956982506             1812.17388623            
0.154576502774            1718.60325964            
0.159753965052            1620.26980453            
0.165109507478            1523.53178723            
0.170651171741            1435.27585295            
0.176387877684            1358.18156606            
0.182329579112            1289.98460433            
0.188487449116            1224.71023324            
0.19487410249             1159.0425811             
0.201503865285            1094.20390059            
0.208393104916            1033.03308103            
0.215560638941            977.655238249            
0.223028247212            926.441412704            
0.230821321581            877.044918902            
0.238969701086            828.711804188            
0.247508760911            783.01165539             
0.256480854281            740.174541511            
0.265937254067            699.516434075            
0.275940816355            660.30562032             
0.286569710942            622.655346074            
0.297922769355            586.73445606             
0.310127357402            552.177434286            
0.323351320481            518.583637208            
0.337821754446            486.015605137            
0.353855729772            454.123031883            
0.371913046083            422.611840843            
0.392692071192            391.139314613            
0.41731578917             359.181360649            
0.447721478694            326.047780689            
0.48754352501             290.676273157            
0.544203222405            251.517677576            
0.633028908602            207.238304267            
0.775599714043            160.82563252             
0.974117005547            121.378071671            
1.22628925693             90.9716903227            
1.54380647781             67.4186464605            
1.94353720566             49.1049684044            
2.44676837697             34.9817834983            
3.08029888654             24.2883253156            
3.87786654419             16.399825678             
4.88194473602             10.7627362547            
6.14600428715             6.87535371263            
7.73736097809             4.28899042194            
