z=2 k                     pk_nl                    
1.43620816265e-07         0.559313478893           
1.80807895259e-07         0.695224847516           
2.27623653995e-07         0.864162239681           
2.86561202339e-07         1.07415087242            
3.60759179659e-07         1.3351660646             
4.54168898811e-07         1.65960710531            
5.7176476796e-07          2.06288627088            
7.19809195953e-07         2.56416097097            
9.06186088429e-07         3.18724380392            
1.14082069454e-06         3.96173375253            
1.43620816265e-06         4.92442225682            
1.80807895259e-06         6.12104095789            
2.27623653995e-06         7.60843413788            
2.86561202339e-06         9.45725905589            
3.60759179659e-06         11.7553424567            
4.54168898811e-06         14.6118527005            
5.7176476796e-06          18.1624857061            
7.19809195953e-06         22.5759110624            
9.06186088429e-06         28.0617845238            
1.14082069454e-05         34.8807075151            
1.43620816265e-05         43.3566067663            
1.80807895259e-05         53.8918720951            
2.27623653995e-05         66.9869147821            
2.86561202339e-05         83.2635144607            
3.60759179659e-05         103.494301419            
4.54168898811e-05         128.639187293            
5.7176476796e-05          159.890424507            
7.19809195953e-05         198.728184512            
9.06186088429e-05         246.988790616            
0.000114082069454         306.947882236            
0.000143620816265         381.420590699            
0.000180807895259         473.879925506            
0.000227623653995         588.592360432            
0.000286561202339         730.765082851            
0.000360759179659         906.691398838            
0.000454168898811         1123.86911178            
0.00057176476796          1391.05404211            
0.000719809195953         1718.20510157            
0.000906186088429         2116.2775156             
0.00114082069454          2596.7350315             
0.00143620816265          3170.66289692            
0.00180807895259          3846.89695902            
0.00227623653995          4629.37856699            
0.00286561202339          5513.6694802             
0.00360759179659          6479.26121051            
0.00454168898811          7494.6488929             
0.0057176476796           8496.74200287            
0.00719809195953          9392.86254684            
0.00906186088429          10057.5091266            
0.0114082069453           10337.3757788            
0.0143620814471           10082.9659997            
0.0180806677814           9225.24410264            
0.022747022734            7896.87883175            
0.0281872003484           6560.97503957            
0.032667388164            5785.73265635            
0.035937263447            5380.5776078             
0.038650808407            5113.22325008            
0.0410817188219           4903.45197006            
0.0433533638862           4717.2472448             
0.0455316035786           4537.45137756            
0.0476561710978           4355.02179999            
0.0497532866474           4165.7119101             
0.0518414972054           3968.5601155             
0.0539346821979           3765.02358882            
0.0560437307397           3558.31035125            
0.0581775387968           3352.77326875            
0.0603436329219           3153.31138515            
0.0625485769118           2964.76197024            
0.0647982461457           2791.36528314            
0.0670980179566           2636.27313536            
0.0694529068385           2501.20301854            
0.0718676622911           2386.2066974             
0.0743468406731           2289.61580162            
0.076894858543            2208.11014855            
0.0795160325421           2136.98983937            
0.0822146093337           2070.64420213            
0.0849947881076           2003.28291729            
0.0878607375008           1929.86289277            
0.0908166083463           1847.12843581            
0.0938665433682           1754.38927027            
0.097014684751            1653.80809371            
0.100265180379            1549.97017876            
0.103622189463            1448.79967252            
0.107089888212            1356.1115427             
0.110672476194            1276.13810382            
0.114374183969            1210.42016476            
0.118199282624            1157.44909434            
0.122152095764            1112.98240031            
0.126237014566            1071.3122545             
0.130458516465            1027.03241728            
0.134821188048            976.311914794            
0.139329752759            919.292346711            
0.143989104018            859.850701658            
0.148804344419            803.40313549             
0.15378083172             754.092928899            
0.158924232458            713.381736688            
0.164240584162            679.818791636            
0.169736367353            649.519400455            
0.175418588808            618.196162179            
0.181294877956            583.914814723            
0.187373598787            547.880330784            
0.193663980363            513.259976083            
0.200176269904            482.984033133            
0.206921913642            457.367323184            
0.213913772246            434.20011857             
0.221166379765            411.030910261            
0.228696257977            386.917534623            
0.236522302036            363.185390056            
0.244666258939            341.56965438             
0.253153328177            322.388366789            
0.262012925345            304.374268309            
0.271279665955            286.404128175            
0.280994651364            268.785871555            
0.291207175988            252.359583552            
0.301977032969            237.135118527            
0.313377687475            222.512440904            
0.325500737372            208.19177782             
0.338462334504            194.545440802            
0.352412681744            181.612816627            
0.367550521601            168.98092233             
0.384146047339            156.730146895            
0.402578681148            144.829846771            
0.423402505592            133.072123012            
0.447466354649            121.413411929            
0.476149736246            109.634519205            
0.51186352357             97.5231687007            
0.559197439552            84.7306378548            
0.627625754754            70.8327178942            
0.736319887374            55.7469900435            
0.908349944354            41.2660960928            
1.14200181535             30.1826620655            
1.43766838236             22.2656912304            
1.80991717095             16.4795710655            
2.27855071972             12.1459471422            
2.86852540311             8.85064813469            
3.61125952435             6.33676214293            
4.54630638379             4.43613350024            
5.72346063636             3.02688093614            
7.20541003852             2.00972126629            
