z=2 k                     pk_nl                    
1.50457023243e-07         0.471154666437           
1.89414169943e-07         0.5861293877             
2.38458311895e-07         0.729161109076           
3.00201228498e-07         0.907096511702           
3.77930955208e-07         1.12845305557            
4.75786883416e-07         1.40382669562            
5.9898019813e-07          1.74639909176            
7.54071392587e-07         2.17256859212            
9.49319638435e-07         2.70273519366            
1.19512261674e-06         3.3622770547             
1.50457023243e-06         4.18276530348            
1.89414169943e-06         5.2034752935             
2.38458311895e-06         6.47326664672            
3.00201228498e-06         8.05292207918            
3.77930955208e-06         10.0180569645            
4.75786883416e-06         12.4627389111            
5.9898019813e-06          15.5039906158            
7.54071392587e-06         19.2873915381            
9.49319638435e-06         23.9940465368            
1.19512261674e-05         29.8492550471            
1.50457023243e-05         37.1332957738            
1.89414169943e-05         46.1946406597            
2.38458311895e-05         57.4669940542            
3.00201228498e-05         71.4897102812            
3.77930955208e-05         88.9335647855            
4.75786883416e-05         110.632643283            
5.9898019813e-05          137.623824823            
7.54071392587e-05         171.195553402            
9.49319638435e-05         212.947812582            
0.000119512261674         264.865386343            
0.000150457023243         329.406381445            
0.000189414169943         409.60732334             
0.000238458311895         509.204405922            
0.000300201228498         632.766839415            
0.000377930955208         785.831768543            
0.000475786883416         975.020639851            
0.00059898019813          1208.10629743            
0.000754071392587         1493.99462905            
0.000949319638435         1842.5764773             
0.00119512261674          2264.32317272            
0.00150457023243          2769.66571987            
0.00189414169943          3367.28722623            
0.00238458311895          4061.94467498            
0.00300201228498          4851.36891117            
0.00377930955208          5719.03181808            
0.00475786883416          6639.4642088             
0.0059898019813           7557.80464502            
0.00754071392587          8391.48987183            
0.00949319638435          9025.87612255            
0.0119512261674           9317.55049508            
0.0150457020358           9123.22401883            
0.0189412417382           8372.33242904            
0.0238256399558           7184.44154356            
0.0294520536824           5998.10765412            
0.0339835803819           5322.8705183             
0.0373145110204           4966.7515104             
0.0400955569377           4731.15730696            
0.0425949824475           4546.63680134            
0.0449350701076           4382.94467355            
0.0471816575788           4224.4531144             
0.0493747077825           4062.74829               
0.0515407144613           3893.67016518            
0.053698487019            3716.10779605            
0.0558621441276           3531.21987558            
0.0580427912739           3341.88345429            
0.0602495214415           3152.14379661            
0.0624900427437           2966.67901459            
0.064771088533            2790.22025027            
0.0670986945755           2627.04799885            
0.0694783916836           2480.47846283            
0.0719153426977           2352.51917381            
0.0744144417136           2243.61617326            
0.0769803870054           2152.56335017            
0.079617735189            2076.52940931            
0.0823309417334           2011.24168528            
0.0851243913751           1951.41093001            
0.0880024209824           1891.38475938            
0.0909693367446           1826.03157929            
0.0940294271285           1751.74105271            
0.0971869727408           1667.30409841            
0.100446254046            1574.29852945            
0.103811557754            1476.81777475            
0.107287182621            1380.54324438            
0.110877445337            1291.37673879            
0.114586687149            1213.92320833            
0.118419281863            1150.29270973            
0.122379645819            1099.61107612            
0.12647225046             1058.10319871            
0.130701638096            1020.48810583            
0.135072441448            980.778793995            
0.139589407591            934.68445136             
0.144257426895            881.731823094            
0.149081567603            825.31372545             
0.154067116735            770.709000058            
0.159219628049            722.487530912            
0.164544977952            682.936176978            
0.170049430344            651.148582855            
0.175739711672            623.265511603            
0.181623097717            594.711715873            
0.187707514082            562.94295186             
0.194001652886            528.590848169            
0.200515108885            494.932099458            
0.207258539206            465.408244458            
0.214243852151            440.796662571            
0.22148443219             419.166190562            
0.228995410573            397.666633753            
0.236793994041            374.857577237            
0.244899868356            351.930462503            
0.253335699293            330.895221451            
0.262127762033            312.535933703            
0.271306741926            295.55661888             
0.28090876703             278.551055092            
0.290976758922            261.560992545            
0.301562227825            245.65771957             
0.31272769957             231.104627721            
0.324550059855            217.175953999            
0.337125261504            203.391988052            
0.350575110985            190.213252003            
0.365057323023            177.802554008            
0.380780890391            165.642130819            
0.398030444775            153.797658632            
0.417206534425            142.321338954            
0.438895607751            130.941613625            
0.463998943539            119.64392422             
0.49398704837             108.198722943            
0.531442141339            96.3965920754            
0.581306328746            83.8796906273            
0.653816266393            70.2250736342            
0.769476378628            55.3763196997            
0.951352202332            41.2056257751            
1.19637492659             30.3627892504            
1.50612615268             22.527950615             
1.896100425               16.7304530069            
2.38704900833             12.3431428566            
3.00511665578             8.98364316382            
3.78321772337             6.41286177179            
4.7627889303              4.47023385347            
5.99599601536             3.03443220515            
7.54851175275             2.00318878543            
