z=2 k                     pk_nl                    
1.36696599158e-07         0.656083527011           
1.72090822386e-07         0.81838777556            
2.16649509438e-07         1.02084341949            
2.72745572885e-07         1.2733832521             
3.43366332659e-07         1.58839727598            
4.32272601739e-07         1.98134057612            
5.44198963151e-07         2.47149157076            
6.85105903784e-07         3.08289784096            
8.62497232043e-07         3.8455559429             
1.08581968302e-06         4.79688308627            
1.36696599158e-06         5.98355288157            
1.72090822386e-06         7.46378522107            
2.16649509438e-06         9.31020263861            
2.72745572885e-06         11.6133932857            
3.43366332659e-06         14.486355329             
4.32272601739e-06         18.0700408188            
5.44198963151e-06         22.5402710191            
6.85105903783e-06         28.1163624758            
8.62497232043e-06         35.0718870328            
1.08581968302e-05         43.7480936981            
1.36696599158e-05         54.5706508585            
1.72090822386e-05         68.0701743876            
2.16649509438e-05         84.9088858308            
2.72745572885e-05         105.912498094            
3.43366332659e-05         132.110651369            
4.32272601739e-05         164.787013916            
5.44198963151e-05         205.54146709             
6.85105903784e-05         256.367042258            
8.62497232043e-05         319.744595392            
0.000108581968302         398.758473886            
0.000136696599158         497.23598549             
0.000172090822386         619.91217123             
0.000216649509438         772.617933877            
0.000272745572885         962.482618766            
0.000343366332659         1198.1300076             
0.000432272601739         1489.82900497            
0.000544198963151         1849.54170548            
0.000685105903783         2290.80453999            
0.000862497232043         2828.38148277            
0.00108581968302          3477.56407466            
0.00136696599158          4252.71928642            
0.00172090822386          5164.57128274            
0.00216649509438          6216.58252121            
0.00272745572885          7400.1752758             
0.00343366332659          8688.5266206             
0.00432272601739          10022.1091026            
0.00544198963151          11331.7371352            
0.00685105903783          12492.5442134            
0.00862497232043          13351.8056261            
0.0108581968302           13733.2973033            
0.0136696596552           13476.5657537            
0.0172089236582           12518.6763612            
0.021646659827            11011.9287122            
0.0267593939588           9458.52662055            
0.0308783532104           8494.66618195            
0.0339057326157           7924.49842531            
0.0364331439628           7507.11297004            
0.0387045258227           7157.80057979            
0.0408310562931           6841.01709895            
0.0428725878006           6539.69765644            
0.0448654474334           6245.55562139            
0.046833717101            5955.23913507            
0.0487944931031           5668.49818908            
0.0507606077226           5387.04185706            
0.0527421542601           5113.73700356            
0.0547473967009           4851.92088563            
0.0567833402428           4604.94805457            
0.0588561040812           4375.51693693            
0.060971173352            4165.44063842            
0.0631335742249           3975.25890864            
0.0653479984108           3804.12104063            
0.0676188933523           3649.73578464            
0.0699505285043           3508.64644042            
0.0723470445636           3376.5200483             
0.0748124902898           3248.68271096            
0.0773508501498           3120.86213248            
0.0799660650978           2989.8058844             
0.0826620482001           2853.929593              
0.0854426964104           2713.67212069            
0.088311899534            2571.44482736            
0.0912735472414           2431.10514108            
0.0943315348756           2297.01980564            
0.0974897687209           2172.97436081            
0.100752171353            2061.19959038            
0.10412268766             1961.71205977            
0.107605292109            1872.48965657            
0.111203997809            1789.84140416            
0.114922867934            1709.61481697            
0.118766030039            1628.5787755             
0.122737693824            1545.43861673            
0.126842172884            1461.07831911            
0.131083911003            1378.60635721            
0.135467513574            1301.09502321            
0.139997784759            1230.70350522            
0.144679771076            1167.51560136            
0.149518812185            1109.3310994             
0.154520599821            1053.52784653            
0.159691245976            998.723686225            
0.16503736176             944.680247028            
0.170566148701            892.059825727            
0.176285504777            842.425588901            
0.182204148091            796.730318662            
0.188331762006            754.407400406            
0.194679166686            714.410643388            
0.201258523523            675.752402497            
0.208083581007            638.268276625            
0.215169973377            602.714684069            
0.222535587257            569.342759679            
0.230201016821            538.028145814            
0.238190135637            508.215784175            
0.246530824167            479.564485491            
0.255255907861            452.248956734            
0.264404384381            426.412295821            
0.274023054464            401.838723618            
0.284168726794            378.29868082             
0.294911256154            355.7676369              
0.306337819773            334.226524135            
0.318559082453            313.535140119            
0.331718330357            293.583913364            
0.346005432834            274.278968215            
0.361678971022            255.524729281            
0.379102823439            237.162122281            
0.398809731868            219.041772328            
0.421618402552            200.955523389            
0.448864550172            182.615265705            
0.482893552471            163.633577847            
0.528193916755            143.42134104             
0.594062358764            121.218944119            
0.699123213739            96.818255328             
0.864346243909            73.1257271147            
1.08695709022             54.565630433             
1.36837907124             40.8101036865            
1.72268712914             30.3964951782            
2.16873460343             22.3817364146            
2.73027510369             16.1893046387            
3.43721270923             11.4466694775            
4.32719442539             7.88401991825            
5.44761502389             5.27910830594            
6.85814098725             3.43502822455            
