k                         pk_lin                   
8.26398686612e-06         94.1590242719            
1.04037430685e-05         117.452414594            
1.30975365267e-05         146.508205672            
1.64888215654e-05         182.751920457            
2.07581964792e-05         227.960669968            
2.61330210506e-05         284.35221065             
3.28995242876e-05         354.691962564            
4.14180471616e-05         442.428421584            
5.21422320786e-05         551.861151112            
6.56431809914e-05         688.349397916            
8.26398686612e-05         858.570374138            
0.000104037430685         1070.83778486            
0.000130975365267         1335.49206781            
0.000164888215654         1665.37365415            
0.000207581964792         2076.38810569            
0.000261330210506         2588.165598              
0.000328995242876         3224.80533794            
0.000414180471616         4015.67836014            
0.000521422320786         4996.24109006            
0.000656431809914         6208.77576266            
0.000826398686612         7702.86373963            
0.00104037430685          9534.77831169            
0.00130975365267          11766.5843238            
0.00164888215654          14462.354862             
0.00207581964792          17681.2342298            
0.00261330210506          21466.7687957            
0.00328995242876          25830.8491474            
0.00414180471616          30729.9044877            
0.00521422320786          36032.4456486            
0.00656431809914          41483.6866042            
0.00826398686612          46653.8133545            
0.0104037430685           50900.097425             
0.0130975365265           53383.6806377            
0.0164888209416           53189.7569323            
0.0207578786738           49772.6961873            
0.026101302264            43655.8489633            
0.0321202166173           37354.3221554            
0.0368103198742           33735.1926388            
0.0403018539583           31733.5706452            
0.0432444985842           30369.1137847            
0.0459024515814           29286.9321657            
0.0483983407502           28320.4328418            
0.0507990855439           27383.2364677            
0.0531457014684           26425.0467867            
0.0554655810527           25419.0106535            
0.057778286519            24357.6644021            
0.0600985734906           23243.3036253            
0.062438096826            22092.5220997            
0.0648064336288           20927.3871439            
0.0672117276728           19775.5672264            
0.069661111986            18665.9011908            
0.0721609952995           17626.3771703            
0.0747172616103           16680.2422261            
0.0773354123722           15842.5224789            
0.0800206696584           15119.7446309            
0.0827780520678           14508.5183369            
0.0856124311506           13994.0597468            
0.0885285736328           13552.7174422            
0.0915311731241           13152.2676693            
0.0946248739538           12757.7131852            
0.0978142890942           12335.025542             
0.101104013675            11858.6106132            
0.10449863529             11315.6050943            
0.108002742092            10712.2898492            
0.111620929548            10071.0247902            
0.115357806634            9427.02204273            
0.119218002184            8819.29100085            
0.123206172118            8281.54703016            
0.127327008178            7832.69558387            
0.131585248873            7472.24754383            
0.135985693249            7179.7314048             
0.140533218148            6921.98674423            
0.145232799588            6655.61956705            
0.150089538917            6348.8223142             
0.15510869438             5993.04434061            
0.160295718812            5606.49452186            
0.165656304168            5222.91846248            
0.171196433722            4877.29938398            
0.176922442855            4591.74847221            
0.182841089568            4364.27234351            
0.188959636055            4169.93254398            
0.195285943048            3975.81914909            
0.201828579081            3758.42151452            
0.208596947406            3517.32401785            
0.215601434135            3275.59376684            
0.22285358218             3060.48436167            
0.230366297003            2882.42533941            
0.238154092025            2730.77942154            
0.24623338405             2582.05516978            
0.254622852487            2422.26621586            
0.263343880802            2257.15809615            
0.272421105199            2103.94614066            
0.281883104754            1971.98041417            
0.291763280563            1852.96193075            
0.302100990888            1733.5789527             
0.312943038384            1611.82390269            
0.324345649663            1496.77608689            
0.336377156339            1393.5511451             
0.349121696618            1295.79008527            
0.362684437009            1197.74973706            
0.377199119289            1103.81973071            
0.392839273601            1016.6368059             
0.409835415463            931.296281677            
0.428502406828            847.920191379            
0.449284896748            768.107016599            
0.472836692549            689.095711275            
0.500167894612            611.38342335             
0.532937309074            533.298465808            
0.574080867077            453.829371939            
0.629266346054            371.070896067            
0.710290877502            283.538476457            
0.840311406069            194.002711345            
1.04233652479             118.16503986             
1.31122291721             68.9489342069            
1.65071824041             39.7635807367            
2.07813110637             22.7273188982            
2.61621205883             12.8854625555            
3.29361584351             7.25245900346            
4.14641668208             4.05455721462            
5.22002932896             2.25318957151            
6.57162757253             1.24517437083            
8.27318894791             0.68464130469            
