k                         pk_lin                   
6.38500288557e-06         224.391792804            
8.03824238703e-06         279.902623075            
1.01195476072e-05         349.145917618            
1.27397556386e-05         435.518861701            
1.60384021134e-05         543.255021581            
2.01911519852e-05         677.639276074            
2.54191543275e-05         845.260184867            
3.20008193292e-05         1054.33179776            
4.02866446518e-05         1315.09364442            
5.07178807081e-05         1640.30284942            
6.38500288557e-05         2045.84353943            
8.03824238703e-05         2551.47227847            
0.000101195476072         3181.72188959            
0.000127397556386         3966.97894987            
0.000160384021134         4944.73542406            
0.000201911519852         6160.98461452            
0.000254191543275         7671.68274405            
0.000320008193292         9544.13450914            
0.000402866446518         11858.0972789            
0.000507178807081         14706.3004145            
0.000638500288557         18193.7264527            
0.000803824238703         22434.2102386            
0.00101195476072          27542.6483896            
0.00127397556386          33621.3262437            
0.00160384021134          40739.2340892            
0.00201911519852          48901.4719299            
0.00254191543275          58011.0968575            
0.00320008193292          67821.3270626            
0.00402866446518          77883.1143108            
0.00507178807081          87507.3385552            
0.00638500288557          95715.812683             
0.00803824238703          101255.238224            
0.0101195476072           102674.5585              
0.0127397555962           98671.7514428            
0.0160383618638           88790.22429              
0.0201844745594           74496.1528072            
0.025158176562            60153.1039978            
0.0295613280603           51537.5905187            
0.0327243805473           47303.3877123            
0.0352985135091           44631.0452757            
0.037580860358            42574.6208849            
0.0397009776969           40760.1274101            
0.0417262246828           39014.0281045            
0.0436964787192           37244.5539355            
0.045637684695            35419.9950106            
0.0475679900571           33535.8189056            
0.0495008501436           31609.5725324            
0.0514467388172           29675.8599828            
0.0534141551365           27780.4502523            
0.0554102478563           25968.2341955            
0.0574412198335           24281.58602              
0.0595125993217           22755.2130078            
0.0616294273627           21412.0044422            
0.0637963903738           20260.0180276            
0.0660179158076           19292.5139516            
0.0682982422371           18486.6219013            
0.0706414712993           17805.8685253            
0.0730516064929           17203.2869774            
0.0755325822885           16627.2137877            
0.0780882860083           16026.9906552            
0.0807225742754           15363.1329083            
0.0834392853992           14614.5147198            
0.0862422487696           13783.6440867            
0.0891352921453           12898.5670266            
0.0921222475876           12005.3077037            
0.0952069567154           11155.9262195            
0.0983932758983           10396.7640627            
0.101685081976            9755.79896318            
0.105086279067            9236.48965918            
0.108600807028            8816.96599844            
0.112232652092            8455.28618309            
0.11598586024             8101.69766657            
0.119864553833            7715.55952872            
0.123872952043            7277.20700406            
0.128015395625            6797.47406154            
0.132296376593            6312.03072037            
0.136720573402            5865.25733751            
0.141292892283            5484.31133063            
0.146018515481            5169.74260593            
0.150902957267            4902.18771577            
0.155952128775            4651.91793985            
0.161172413               4390.75799454            
0.16657075157             4110.01322385            
0.172154745452            3825.43932649            
0.177932772259            3560.53900681            
0.183914123715            3330.35189156            
0.190109167828            3132.41947941            
0.196529541765            2947.95512783            
0.203188383303            2762.27120596            
0.210100611301            2574.75432345            
0.217283269123            2395.09594253            
0.224755949843            2233.42592245            
0.232541328909            2087.2939703             
0.240665839748            1948.3372504             
0.249160542086            1811.15647676            
0.258062253923            1680.37764078            
0.26741505005             1559.01789716            
0.277272279463            1445.64111018            
0.28769933223             1336.93415696            
0.298777513583            1232.46402014            
0.310609596049            1133.77370995            
0.323327989505            1040.24200682            
0.337107132792            949.929839742            
0.352182956538            863.412573363            
0.36888472207             780.035081126            
0.387689653856            698.904250413            
0.409322112856            619.519418853            
0.434945942196            540.861727924            
0.466566927474            461.801977539            
0.507943722204            380.800809995            
0.566744391885            296.243874453            
0.658825515845            208.89094821             
0.806745829005            129.618849893            
1.01313358567             75.1055971868            
1.27540279724             42.8881306285            
1.6056367318              24.2930826837            
2.0213768836              13.66129921              
2.54476272558             7.63180159524            
3.20366646221             4.23808732124            
4.0331771202              2.3405443194             
5.07746916688             1.28619007271            
6.39215496179             0.703488169743           
