k                         pk_lin                   
1.37281554473e-07         0.605329905109           
1.72827237496e-07         0.755078544311           
2.17576601134e-07         0.941872528133           
2.7391271218e-07          1.17487626411            
3.44835673977e-07         1.46552128313            
4.34122392863e-07         1.82806708834            
5.46527712204e-07         2.28030074893            
6.88037625143e-07         2.84440956173            
8.66188050563e-07         3.54806959506            
1.09046614825e-06         4.42580352027            
1.37281554473e-06         5.52067434846            
1.72827237496e-06         6.88639816977            
2.17576601134e-06         8.58997954948            
2.7391271218e-06          10.7149988777            
3.44835673977e-06         13.3657129552            
4.34122392863e-06         16.6721699964            
5.46527712204e-06         20.7965900002            
6.88037625143e-06         25.9413235187            
8.66188050563e-06         32.3587792949            
1.09046614825e-05         40.3638078334            
1.37281554473e-05         50.3491484635            
1.72827237496e-05         62.8043802345            
2.17576601134e-05         78.3404948809            
2.7391271218e-05          97.719350188             
3.44835673977e-05         121.890953446            
4.34122392863e-05         152.039721163            
5.46527712204e-05         189.641871497            
6.88037625143e-05         236.536450436            
8.66188050563e-05         295.012788766            
0.000109046614825         367.917392878            
0.000137281554473         458.782987594            
0.000172827237496         571.981235749            
0.000217576601134         712.897626565            
0.00027391271218          888.120846033            
0.000344835673977         1105.62805029            
0.000434122392863         1374.9315233             
0.000546527712204         1707.1352468             
0.000688037625143         2114.84291723            
0.000866188050563         2611.86163418            
0.00109046614825          3212.55689209            
0.00137281554473          3930.57857208            
0.00172827237496          4776.43280671            
0.00217576601134          5753.9650703             
0.0027391271218           6855.93281363            
0.00344835673977          8057.99267995            
0.00434122392863          9311.75120961            
0.00546527712204          10537.8688057            
0.00688037625143          11617.8815827            
0.00866188050563          12393.9101069            
0.0109046614824           12675.8643959            
0.0137281553434           12281.9400712            
0.0172826436104           11134.6910405            
0.0217464479249           9410.8277225             
0.0270145193138           7687.98735206            
0.0314717592612           6688.53131025            
0.0347015037991           6187.37584841            
0.0373623505507           5867.14982936            
0.0397369071043           5620.24564673            
0.0419509313128           5402.16294709            
0.0440708912676           5190.89750478            
0.0461366014488           4975.04184207            
0.0481741946518           4749.39584849            
0.0502020772379           4513.00097021            
0.0522339748749           4267.99692492            
0.0542806238225           4018.70150324            
0.0563507725424           3770.86339294            
0.0584518062468           3530.8330994             
0.060590153036            3304.81549236            
0.062771557301            3098.14238433            
0.0650012691127           2914.72497681            
0.0672841785367           2756.59537621            
0.0696249127214           2623.68590974            
0.0720279071328           2513.76158824            
0.0744974584034           2422.53001455            
0.0770377638317           2344.02008732            
0.0796529510292           2271.12053686            
0.0823471002041           2196.52598857            
0.0851242609148           2113.93184913            
0.0879884646902           2019.29988479            
0.0909437346163           1911.85916722            
0.0939940928019           1794.44473311            
0.0971435665024           1672.93035936            
0.100396193603            1554.77396217            
0.103756028108            1447.21627782            
0.107227146242            1355.43748361            
0.110813653773            1281.23707003            
0.114519695113            1222.63673274            
0.118349464792            1174.29912558            
0.122307221848            1129.06793204            
0.126397307716            1080.35189489            
0.130624168159            1023.47951743            
0.134992379836            958.69608507             
0.139506682081            890.83478096             
0.144172014541            826.599463943            
0.148993561362            771.059545225            
0.153976802712            725.857320323            
0.159127574593            689.182005636            
0.164452138064            656.341651956            
0.169957259292            622.10764592             
0.175650302215            584.151083922            
0.181539336104            544.021698995            
0.187633260938            505.530351233            
0.193941954422            472.181649669            
0.200476445564            444.352663335            
0.207249121327            419.344628163            
0.214273974845            394.262171727            
0.221566906559            368.012459361            
0.229146093372            342.164437737            
0.237032446286            318.795908311            
0.245250184449            298.241907704            
0.25382756427             279.033118972            
0.26279781793             259.83987975             
0.272200378824            241.06608785             
0.282082506681            223.65809445             
0.292501479661            207.633111001            
0.303527607266            192.317889686            
0.315248459095            177.363145597            
0.327774941796            163.198458199            
0.341250269189            149.886345778            
0.355863616024            136.960388859            
0.371871652242            124.520665794            
0.389633941671            112.5539374              
0.409674030321            100.848391771            
0.432791087773            89.3883627224            
0.460278141223            77.9871238918            
0.494382698763            66.4898609877            
0.539357471268            54.65667847              
0.60394360268             42.2550452001            
0.706002960701            29.4830387272            
0.868589454901            18.1422958489            
1.09161875122             10.5205498922            
1.37423060512             6.02165790645            
1.73005369455             3.41819194985            
2.17800855976             1.92596325423            
2.74195032299             1.07787155861            
3.45191093949             0.599535229256           
4.34569840097             0.331605216948           
5.47091014898             0.182469340505           
6.88746781219             0.0999314869461          
